Stock,Gap,B,S
DXG,764,1886,1122
VNM,684,1321,637
DIG,672,1416,744
TCH,668,1177,509
ITA,424,845,421
POW,411,1032,621
DGW,344,606,262
ANV,325,485,160
HSG,308,1606,1298
STB,300,1050,750
ASM,300,850,550
KSB,291,663,372
PNJ,267,832,565
BID,263,711,448
TCB,254,2178,1924
DRH,242,367,125
PVD,218,616,398
GAS,202,462,260
HBC,196,601,405
PVT,195,556,361
LDG,195,466,271
HCM,189,734,545
PC1,178,231,53
PDR,173,402,229
CTG,171,1425,1254
HQC,145,262,117
IDI,144,315,171
CTR,144,239,95
CII,141,272,131
GEX,134,988,854
HAR,121,274,153
NVL,119,306,187
VCI,118,361,243
HDB,114,924,810
VSC,113,148,35
SSI,111,575,464
DPG,111,209,98
PHR,110,592,482
VND,110,195,85
SZC,108,448,340
OGC,104,239,135
HT1,98,376,278
FMC,93,154,61
TIG,92,115,23
TLD,91,156,65
BVH,84,384,300
NHH,84,98,14
BCG,82,143,61
KDH,79,275,196
GIL,79,216,137
PVS,79,183,104
HHP,79,90,11
APH,78,199,121
DHC,78,188,110
LHG,78,155,77
GMD,76,187,111
PLX,76,173,97
TCM,76,158,82
FCN,73,191,118
CVT,72,186,114
PLP,69,124,55
SZL,69,100,31
LSS,68,133,65
DAG,68,81,13
KBC,67,192,125
TVC,66,90,24
FLC,64,675,611
SCR,62,153,91
HDG,61,225,164
CMX,61,136,75
NTL,61,99,38
CRE,60,178,118
VHC,59,143,84
DRC,56,133,77
KDC,56,117,61
VCS,55,111,56
SBT,53,345,292
ACB,52,443,391
PET,52,139,87
TDM,50,140,90
ELC,50,61,11
CTF,50,58,8
NVB,49,50,1
HVN,48,224,176
KLF,48,76,28
DST,44,76,32
DLG,43,92,49
BMI,43,71,28
AAA,42,190,148
ADG,42,69,27
VGC,42,54,12
TIP,39,78,39
DBC,38,404,366
LIX,37,68,31
AGM,37,60,23
NLG,36,182,146
CCL,35,75,40
CEO,35,63,28
PFL,34,53,19
CKG,32,120,88
SIP,32,54,22
GKM,32,32,0
FTS,31,70,39
AAV,30,50,20
QCG,29,61,32
HPX,29,57,28
VTP,29,45,16
VPB,28,696,668
BFC,28,67,39
TAC,28,41,13
D2D,27,157,130
PTB,26,61,35
VCP,26,26,0
IJC,25,125,100
TDH,24,129,105
PLC,24,109,85
JVC,24,92,68
KDF,23,29,6
SHB,22,111,89
REE,22,89,67
SCS,22,87,65
HAP,22,73,51
IDJ,22,53,31
AGR,21,86,65
TNA,20,51,31
VRC,20,31,11
MBS,20,22,2
AST,19,45,26
ACL,19,33,14
ADS,19,19,0
FRT,18,143,125
IDC,18,18,0
FIR,17,57,40
SAV,17,40,23
MCH,17,31,14
VC3,17,25,8
SRA,16,80,64
BMC,16,19,3
CHP,16,18,2
BWE,15,98,83
SKG,15,50,35
HII,15,41,26
VNA,15,17,2
NCT,15,15,0
LTG,14,102,88
BSR,14,48,34
PXS,14,23,9
EIB,13,84,71
VGI,13,47,34
MPC,13,19,6
CMG,12,35,23
VCR,12,22,10
TPB,11,186,175
HHS,11,143,132
TDG,11,99,88
TNG,11,50,39
TTZ,11,15,4
CNG,11,13,2
DXP,10,27,17
PVB,10,20,10
FIT,9,51,42
TV2,9,31,22
KOS,9,28,19
MHC,9,24,15
FTM,9,24,15
PVV,9,15,6
APC,9,15,6
TDN,9,14,5
HND,9,11,2
TAR,8,63,55
DTD,8,46,38
VEA,8,26,18
DSN,8,12,4
ABC,8,11,3
BVS,8,11,3
HAG,7,545,538
NT2,7,36,29
PAC,7,24,17
PHC,7,18,11
VPH,7,15,8
DVP,7,14,7
PSH,7,12,5
CTP,7,9,2
BCC,7,7,0
HAH,6,27,21
PXL,6,11,5
HLD,6,11,5
IBC,6,9,3
NRC,5,32,27
DDG,5,32,27
PAN,5,27,22
SAM,5,18,13
SBV,5,15,10
OIL,5,15,10
BSI,5,9,4
BAX,5,7,2
VTR,5,5,0
DGC,4,111,107
MST,4,79,75
SJS,4,28,24
VCG,4,27,23
CRC,4,25,21
ITD,4,14,10
TCT,4,13,9
VIP,4,10,6
TXM,4,10,6
SNZ,4,9,5
VNE,4,4,0
SGR,4,4,0
SJF,3,73,70
IMP,3,63,60
ABS,3,28,25
BTD,3,14,11
MPT,3,10,7
QTP,3,10,7
SMB,3,8,5
DNM,3,7,4
THG,3,6,3
BOT,3,5,2
SWC,3,3,0
DS3,3,3,0
MBB,2,478,476
VNG,2,36,34
ACV,2,26,24
BCE,2,16,14
NNC,2,14,12
PGS,2,9,7
PVP,2,4,2
SDT,2,3,1
SDD,2,3,1
DHT,2,3,1
VKC,2,3,1
TVS,2,2,0
MML,2,2,0
VSH,1,39,38
TNI,1,27,26
LIG,1,17,16
MLS,1,9,8
VNP,1,6,5
KSH,1,3,2
TTN,1,3,2
SVN,1,3,2
ASG,1,2,1
TN1,1,2,1
DTA,1,1,0
MFS,1,1,0
KMR,0,106,106
NBB,0,14,14
HDA,0,13,13
NTC,0,12,12
EVE,0,5,5
VIG,0,3,3
TTH,0,3,3
ORS,0,3,3
BCM,0,2,2
KHP,0,2,2
PVL,0,2,2
FID,0,2,2
TCW,0,1,1
SSN,0,1,1
SD9,0,1,1
SPI,0,1,1
DZM,0,0,0
TA9,0,0,0
ITQ,0,0,0
PVI,0,0,0
SHA,-1,11,12
POM,-1,8,9
PGN,-1,2,3
SBA,-1,2,3
FOX,-1,2,3
CVN,-1,2,3
KLB,-1,2,3
TVN,-1,2,3
SBS,-1,1,2
SGP,-1,1,2
PSD,-1,0,1
CTI,-2,37,39
MSH,-2,18,20
QNS,-2,11,13
NSC,-2,11,13
NHA,-2,9,11
PVC,-2,4,6
VRG,-2,4,6
IDV,-2,2,4
DVN,-2,2,4
SKH,-2,0,2
CIA,-2,0,2
EVG,-3,85,88
VOS,-3,14,17
SD6,-3,10,13
SHI,-3,10,13
AAS,-3,9,12
SLS,-3,9,12
DHA,-3,7,10
DCL,-3,6,9
LGL,-3,4,7
BII,-3,3,6
PXT,-3,2,5
SD5,-3,0,3
VTD,-4,13,17
S99,-4,3,7
SFI,-4,2,6
TBC,-4,2,6
VHE,-4,0,4
VLC,-4,0,4
VCB,-5,319,324
TNT,-5,26,31
NDN,-5,20,25
C69,-5,11,16
NTP,-5,9,14
VHG,-5,4,9
TYA,-5,4,9
MIG,-5,2,7
CLG,-5,2,7
HAI,-6,165,171
STK,-6,29,35
VGT,-6,28,34
SFG,-6,18,24
SEA,-6,9,15
HID,-6,5,11
HAD,-6,1,7
LCG,-7,190,197
ABI,-7,3,10
L14,-7,2,9
HCD,-8,33,41
ACM,-8,2,10
SJD,-9,4,13
TDT,-9,1,10
YEG,-9,1,10
PPC,-10,38,48
MSR,-10,25,35
CSM,-10,11,21
ASP,-10,8,18
ART,-10,0,10
AGG,-11,176,187
VPI,-11,48,59
STH,-11,23,34
C4G,-11,22,33
DMC,-11,16,27
SRC,-11,3,14
ILB,-12,11,23
AMV,-13,18,31
VOC,-14,20,34
DPR,-14,13,27
QBS,-14,1,15
DQC,-14,1,15
PWA,-15,18,33
VIC,-18,509,527
TVB,-18,45,63
DBD,-18,1,19
SHS,-19,91,110
CTS,-19,20,39
HSL,-19,13,32
GTN,-20,270,290
TLG,-20,22,42
GAB,-20,17,37
TLH,-20,14,34
EVF,-20,3,23
HTN,-21,220,241
NKG,-22,156,178
SAB,-22,49,71
LAS,-22,8,30
DRI,-23,91,114
C47,-24,11,35
CSV,-25,51,76
DAH,-26,156,182
MBG,-26,8,34
BMP,-28,77,105
HUT,-28,24,52
BIC,-28,21,49
AFX,-30,35,65
TTB,-31,27,58
AMD,-33,89,122
MSN,-35,773,808
TCL,-36,56,92
HAX,-39,74,113
PAS,-45,100,145
HNG,-49,91,140
FPT,-59,632,691
DHM,-70,54,124
DCM,-75,269,344
MWG,-81,361,442
VHM,-82,1451,1533
CTD,-87,204,291
DPM,-118,125,243
TTF,-126,898,1024
ROS,-136,236,372
HDC,-136,200,336
TDC,-157,50,207
GVR,-166,798,964
HPG,-217,2227,2444
APG,-275,25,300
VPG,-282,190,472
