Stock,Gap,B,S
TCH,3918,4894,976
MSN,1183,1985,802
VNM,808,2089,1281
VCB,785,1197,412
VIC,624,996,372
VJC,595,831,236
DPM,467,1286,819
KDH,441,1104,663
NVL,401,649,248
VHM,364,1356,992
PDR,318,642,324
PC1,270,414,144
OGC,264,488,224
HCM,214,863,649
VRE,205,1563,1358
G36,189,291,102
CII,175,308,133
TLD,164,575,411
CVT,155,289,134
HPX,151,193,42
KDC,136,280,144
TIG,133,168,35
APH,128,229,101
PAS,126,207,81
PLX,124,231,107
HTN,118,282,164
NTL,117,190,73
ACB,116,575,459
SRA,116,216,100
TVC,106,138,32
HDG,95,314,219
SBT,94,539,445
AAV,94,160,66
HNG,92,249,157
REE,90,241,151
DAG,89,108,19
EVG,87,258,171
HDC,83,325,242
HHP,83,95,12
SAB,79,222,143
VND,71,298,227
TCL,69,151,82
MWG,68,802,734
VPH,68,108,40
DBC,66,1117,1051
C4G,65,119,54
NAF,65,97,32
ROS,63,414,351
NHH,61,91,30
PHC,57,81,24
TNT,56,150,94
CSV,51,205,154
SMC,51,93,42
VCI,50,383,333
NLG,50,188,138
LTG,48,169,121
CTF,46,72,26
ACV,43,90,47
HLD,43,81,38
DST,39,98,59
DMC,39,89,50
DCM,37,742,705
GAS,36,444,408
SLS,36,53,17
VIX,35,138,103
DRC,33,314,281
VHC,32,381,349
CRE,31,120,89
C69,31,52,21
PFL,30,41,11
BVH,28,472,444
MSH,28,57,29
VC3,28,40,12
HII,27,61,34
IJC,26,207,181
VNG,26,68,42
GKM,26,26,0
ADG,25,63,38
DAH,24,77,53
CRC,24,61,37
HDA,24,35,11
HVH,23,54,31
NHA,23,39,16
SIP,22,72,50
SKG,20,39,19
CEO,19,59,40
MBG,18,82,64
ACM,17,25,8
KHP,17,22,5
VTR,17,19,2
NT2,16,71,55
DHM,16,60,44
IBC,16,16,0
VGI,15,78,63
PSH,15,22,7
NDN,14,40,26
PVC,14,20,6
LSS,12,82,70
FTM,12,34,22
AGM,12,20,8
VCP,11,13,2
SCR,10,200,190
DDG,10,57,47
PAC,10,16,6
THG,9,23,14
ADS,9,9,0
TVS,8,12,4
CHP,8,12,4
HAD,8,10,2
PLP,7,45,38
SHI,7,38,31
VGT,7,35,28
VNE,7,15,8
PGN,7,14,7
CTP,7,11,4
MFS,7,9,2
GIL,6,251,245
AST,6,64,58
TAC,6,23,17
BTD,6,20,14
POM,6,9,3
BII,6,8,2
DSN,6,7,1
LAS,5,49,44
STK,5,41,36
CMG,5,28,23
STH,5,17,12
MLS,5,11,6
VHE,5,10,5
TDT,5,8,3
TTB,4,71,67
KOS,4,34,30
VOS,4,22,18
SEA,4,21,17
YEG,4,19,15
LIG,4,12,8
TXM,4,10,6
GDT,4,10,6
ASP,4,6,2
MPC,3,43,40
NBB,3,13,10
DNM,3,8,5
MPT,3,8,5
PGS,3,5,2
SD9,3,4,1
VTP,2,29,27
ITD,2,24,22
TA9,2,8,6
ORS,2,3,1
CIA,2,3,1
SCS,1,131,130
AAS,1,21,20
SSN,1,5,4
CVN,1,4,3
QNS,1,3,2
PVI,1,2,1
SWC,1,1,0
SFI,1,1,0
PSD,1,1,0
FIR,0,49,49
MCH,0,30,30
BCC,0,13,13
HND,0,10,10
QBS,0,8,8
VIG,0,5,5
ABC,0,5,5
SMB,0,4,4
SDT,0,3,3
DTA,0,2,2
TCW,0,2,2
PVP,0,2,2
ITQ,0,1,1
DRI,-1,96,97
VSH,-1,52,53
VTD,-1,15,16
IDC,-1,13,14
KDF,-1,10,11
DHT,-1,6,7
NTP,-1,6,7
SGR,-1,5,6
TTN,-1,4,5
SDD,-1,1,2
SKH,-1,1,2
PVL,-1,1,2
DTD,-2,38,40
ABS,-2,37,39
CLG,-2,15,17
TGG,-2,15,17
SBA,-2,13,15
CSM,-2,12,14
SBV,-2,7,9
VNP,-2,7,9
BSI,-2,7,9
IDV,-2,6,8
TTH,-2,6,8
TDN,-2,4,6
QTP,-2,4,6
VGS,-2,3,5
DS3,-2,0,2
VPI,-3,36,39
PXL,-3,7,10
PXT,-3,1,4
BOT,-3,0,3
TLG,-4,45,49
VCG,-4,38,42
MSR,-4,30,34
PXS,-4,18,22
NCT,-4,10,14
EVE,-4,8,12
MML,-4,6,10
KLB,-4,5,9
TYA,-4,4,8
SGP,-4,3,7
SAV,-4,3,7
CMS,-4,0,4
PVB,-5,30,35
MBS,-5,13,18
DVN,-5,10,15
DXP,-5,9,14
TTZ,-5,6,11
SD5,-5,4,9
TCT,-5,4,9
TBC,-5,3,8
VNA,-5,3,8
TN1,-5,1,6
DBD,-5,1,6
NSC,-6,17,23
APC,-6,11,17
SHA,-6,8,14
CNG,-6,7,13
NNC,-6,5,11
HDB,-7,904,911
AMV,-7,36,43
SZL,-7,15,22
SNZ,-7,10,17
TVN,-7,8,15
ABI,-7,6,13
FOX,-7,4,11
SRC,-7,2,9
SPI,-7,0,7
QCG,-8,89,97
HID,-8,31,39
LGL,-8,9,17
BMC,-8,4,12
VLC,-8,3,11
NTC,-9,27,36
DVP,-9,7,16
EVF,-9,6,15
S99,-9,1,10
TDM,-10,57,67
BIC,-10,23,33
IDJ,-10,23,33
SD6,-10,6,16
SBS,-10,5,15
L14,-10,3,13
ASG,-11,9,20
SHB,-12,145,157
TDG,-12,120,132
BMI,-12,50,62
PWA,-13,49,62
VIP,-13,19,32
BCM,-13,6,19
PVV,-13,5,18
VRG,-13,2,15
BAX,-13,2,15
PLC,-14,71,85
ELC,-14,19,33
DQC,-14,10,24
VCR,-15,25,40
SJD,-15,6,21
ILB,-16,23,39
NRC,-16,16,32
TNG,-17,79,96
MST,-17,39,56
HQC,-18,208,226
TLH,-18,11,29
SJS,-18,6,24
NVB,-20,33,53
VEA,-20,9,29
EIB,-22,135,157
CTR,-22,54,76
BSR,-22,52,74
VOC,-22,32,54
DHA,-22,6,28
AGG,-24,177,201
IMP,-24,53,77
CTI,-24,34,58
DPR,-24,17,41
OIL,-24,5,29
KSH,-25,3,28
HAR,-26,89,115
GMD,-27,168,195
BCG,-27,87,114
AFX,-27,32,59
ACL,-27,15,42
D2D,-28,252,280
SAM,-28,3,31
MHC,-29,53,82
KMR,-29,37,66
BVS,-29,5,34
DGC,-30,507,537
AGR,-31,74,105
CKG,-31,52,83
TV2,-32,39,71
DCL,-32,20,52
VCS,-33,44,77
HUT,-33,17,50
HSL,-33,14,47
BFC,-34,107,141
TCM,-35,115,150
HAH,-36,21,57
C32,-40,69,109
SFG,-40,24,64
KLF,-40,15,55
ART,-40,4,44
PAN,-42,21,63
VGC,-43,22,65
C47,-44,10,54
TSC,-48,107,155
FCN,-49,175,224
CMX,-49,77,126
TDH,-50,114,164
PNJ,-51,1101,1152
FIT,-51,73,124
LCG,-53,900,953
HCD,-53,55,108
CTD,-56,788,844
TVB,-56,55,111
JVC,-57,70,127
HAP,-57,42,99
TAR,-57,33,90
VRC,-57,27,84
CTS,-61,16,77
DRH,-62,125,187
DXG,-63,888,951
DHC,-63,108,171
PTB,-63,67,130
FMC,-65,123,188
HHS,-68,402,470
GAB,-68,15,83
FRT,-69,245,314
TNI,-69,44,113
BWE,-70,175,245
TNA,-71,134,205
VPG,-71,96,167
PVS,-78,122,200
TIP,-81,48,129
BMP,-86,329,415
HAX,-88,110,198
LIX,-88,22,110
TDC,-92,110,202
DPG,-94,98,192
SJF,-97,76,173
CCL,-99,51,150
FTS,-100,18,118
PET,-110,82,192
IDI,-112,120,232
AAA,-116,141,257
SHS,-116,63,179
AMD,-128,138,266
VSC,-128,64,192
CTG,-137,1516,1653
HVN,-137,84,221
PVT,-144,262,406
DLG,-145,111,256
TPB,-149,226,375
DGW,-153,521,674
HAG,-170,411,581
FPT,-174,864,1038
APG,-183,28,211
ANV,-203,111,314
HT1,-210,201,411
HAI,-218,155,373
KBC,-223,148,371
POW,-245,750,995
NKG,-248,251,499
MBB,-256,1154,1410
LHG,-259,118,377
LDG,-263,359,622
DIG,-264,363,627
GTN,-280,309,589
GEG,-285,170,455
PVD,-297,267,564
PPC,-301,47,348
KSB,-302,286,588
STB,-334,945,1279
TTF,-338,835,1173
ASM,-344,350,694
SSI,-383,660,1043
SZC,-383,461,844
PHR,-411,334,745
ITA,-436,518,954
HBC,-549,384,933
FLC,-593,935,1528
VPB,-670,928,1598
BID,-717,720,1437
HSG,-990,1254,2244
GVR,-1069,1030,2099
GEX,-1112,2178,3290
TCB,-1432,3105,4537
HPG,-1472,1960,3432
