Stock,Gap,B,S
DXG,1215,2526,1311
TCH,1095,2220,1125
ACB,1077,1649,572
MWG,976,2023,1047
SBT,860,1577,717
MBB,622,2169,1547
GEX,605,1682,1077
VRE,605,1569,964
HBC,599,1933,1334
CTG,496,1628,1132
LDG,447,1120,673
GVR,396,1666,1270
PVS,319,632,313
GMD,307,880,573
REE,300,766,466
VIC,260,552,292
ITA,254,824,570
VCB,253,496,243
FRT,233,449,216
PET,226,602,376
BMI,222,539,317
APH,219,394,175
CRE,212,322,110
VHC,205,767,562
KDC,197,264,67
POM,181,201,20
FIT,173,493,320
TVB,173,426,253
PVT,168,865,697
VHM,156,936,780
GEG,154,354,200
PNJ,148,922,774
NVL,144,399,255
HT1,132,443,311
POW,131,612,481
ANV,127,215,88
D2D,125,354,229
VIX,112,290,178
PDR,109,477,368
KBC,109,217,108
NHH,109,113,4
DGW,105,892,787
TDC,102,272,170
DRI,91,148,57
QNS,89,140,51
PHC,89,135,46
LHG,87,237,150
HAH,86,234,148
TCL,81,198,117
DXP,77,157,80
STB,75,798,723
ACV,73,179,106
VJC,71,498,427
STK,69,129,60
TVC,68,125,57
TLD,67,1019,952
CTD,62,711,649
CII,62,423,361
TTB,62,137,75
DHC,60,199,139
CTF,60,76,16
PPC,59,125,66
ABS,57,100,43
TNG,55,327,272
KLF,50,121,71
BID,49,599,550
TNA,48,152,104
VCI,45,380,335
MST,43,86,43
VEA,42,192,150
TIG,41,118,77
DAG,41,114,73
TCB,39,1871,1832
VIB,37,207,170
HLD,36,50,14
VNG,34,97,63
HHP,32,80,48
HUT,32,58,26
NAF,31,85,54
DTD,30,93,63
DDG,29,62,33
PGS,29,45,16
G36,27,149,122
BWE,27,101,74
FIR,26,65,39
BIC,26,37,11
EIB,25,91,66
TAR,25,81,56
TV2,25,54,29
HPX,25,41,16
SFG,25,36,11
SAB,24,120,96
VGI,24,111,87
IDJ,24,43,19
NCT,23,49,26
DPM,22,907,885
DPG,22,426,404
TDM,22,157,135
MLS,21,88,67
VC3,21,33,12
L14,20,76,56
VPI,20,72,52
BMC,20,24,4
DCM,19,1405,1386
CTS,19,38,19
SAV,19,31,12
AAV,18,39,21
SEA,18,27,9
TCW,18,24,6
HII,17,62,45
TYA,17,31,14
PSH,17,29,12
CTR,15,190,175
PAS,15,96,81
SHS,15,95,80
ABC,15,70,55
MCH,15,38,23
AAS,14,39,25
PFL,14,22,8
ADS,14,14,0
SMC,13,93,80
LAS,13,71,58
PWA,13,36,23
IDV,13,31,18
VTR,13,23,10
NBB,13,15,2
VCR,12,22,10
GKM,12,13,1
MSR,11,33,22
CLG,11,18,7
SCR,10,223,213
APG,10,166,156
NRC,10,42,32
VGC,10,28,18
NHA,10,28,18
TVN,10,17,7
TNT,9,69,60
SMB,9,32,23
CRC,9,31,22
ITD,9,28,19
NTC,9,26,17
THG,9,25,16
IBC,9,11,2
VOC,8,103,95
KMR,8,56,48
PLP,8,51,43
LSS,8,29,21
KHP,8,10,2
PLC,7,114,107
KDF,7,31,24
AGM,7,30,23
CNG,7,25,18
VTD,7,22,15
SGP,7,11,4
PAC,7,10,3
PC1,6,235,229
OIL,6,24,18
LIG,6,21,15
VCP,6,11,5
QBS,6,9,3
KLB,6,6,0
PXS,5,102,97
SJD,5,36,31
VGS,5,34,29
PXT,5,16,11
DCL,5,16,11
GDT,5,13,8
PVI,5,11,6
PVV,5,10,5
ILB,4,167,163
JVC,4,89,85
TVS,4,9,5
SFI,4,8,4
VHE,4,6,2
TTZ,4,6,2
STH,3,52,49
C4G,3,30,27
DVN,3,21,18
APC,3,17,14
PXL,3,16,13
TDN,3,11,8
BVS,3,7,4
MPT,3,7,4
NVB,2,54,52
MML,2,43,41
MPC,2,28,26
KSH,2,18,16
CHP,2,15,13
MBS,2,14,12
DSN,2,13,11
ORS,2,6,4
ABI,2,3,1
TN1,2,3,1
SJS,1,48,47
VSH,1,27,26
VIP,1,26,25
PAN,1,21,20
DVP,1,15,14
CSM,1,9,8
CVN,1,5,4
VRG,1,3,2
HAD,1,2,1
SKH,1,2,1
TXM,1,1,0
BVH,0,369,369
DST,0,16,16
BII,0,13,13
SBS,0,11,11
VIG,0,10,10
QTP,0,7,7
SSN,0,7,7
DTA,0,6,6
SNZ,0,4,4
DHT,0,2,2
EVE,0,2,2
BOT,0,2,2
SPI,0,1,1
PVP,0,1,1
DS3,0,0,0
VTP,-1,88,89
MSH,-1,56,57
FTM,-1,39,40
TCT,-1,15,16
ART,-1,13,14
S99,-1,10,11
VNA,-1,8,9
DPR,-1,7,8
NSC,-1,3,4
PVL,-1,2,3
ITQ,-1,0,1
DQC,-2,31,33
SDT,-2,8,10
FOX,-2,6,8
TTH,-2,6,8
TDT,-2,4,6
CTP,-2,2,4
SDD,-2,1,3
TA9,-2,0,2
PVB,-3,45,48
SBA,-3,28,31
TBC,-3,22,25
BTD,-3,18,21
PGN,-3,10,13
VNP,-3,9,12
VLC,-3,7,10
SGR,-3,7,10
EVF,-3,6,9
SD5,-3,6,9
SD9,-3,3,6
BCC,-3,3,6
CMS,-3,1,4
VCS,-4,60,64
SCS,-4,25,29
IDC,-4,20,24
SWC,-4,7,11
SRC,-4,4,8
MFS,-4,1,5
TTN,-4,1,5
NDN,-5,34,39
VGT,-5,23,28
ACM,-5,20,25
BSI,-5,17,22
PSD,-5,14,19
VPH,-5,8,13
DBD,-5,5,10
ELC,-6,29,35
BCM,-6,12,18
ASP,-6,9,15
CIA,-6,8,14
SLS,-6,7,13
BAX,-6,3,9
DHM,-7,114,121
NT2,-7,86,93
VNE,-7,10,17
AFX,-7,8,15
HND,-7,7,14
DGC,-8,693,701
NTL,-8,446,454
ADG,-8,29,37
SHA,-8,8,16
DNM,-8,3,11
DRC,-9,291,300
ACL,-9,41,50
TAC,-9,36,45
NTP,-9,15,24
VCG,-9,13,22
EVG,-10,92,102
MHC,-10,29,39
TGG,-10,26,36
BSR,-11,92,103
IJC,-12,134,146
C69,-12,9,21
VOS,-12,2,14
TIP,-13,106,119
NNC,-13,94,107
TLG,-13,37,50
SZC,-14,294,308
SHI,-14,10,24
SBV,-14,10,24
HDG,-15,374,389
TDH,-15,117,132
AGR,-15,105,120
CTI,-15,66,81
YEG,-15,16,31
SD6,-15,4,19
VRC,-16,14,30
PVC,-17,29,46
SZL,-17,9,26
ASG,-17,8,25
HDA,-19,16,35
SIP,-20,48,68
HCD,-20,42,62
HSL,-21,21,42
SAM,-21,10,31
GIL,-22,254,276
DHA,-23,16,39
C47,-23,15,38
HAR,-24,91,115
SKG,-25,51,76
CCL,-25,49,74
HVH,-26,33,59
CMG,-26,23,49
LGL,-26,16,42
AGG,-27,168,195
DAH,-28,77,105
C32,-30,77,107
HID,-30,7,37
FTS,-31,50,81
AMV,-31,11,42
GAB,-32,8,40
CKG,-34,77,111
OGC,-35,171,206
DMC,-35,33,68
SRA,-35,29,64
CEO,-35,15,50
TNI,-38,52,90
KOS,-38,37,75
GAS,-39,370,409
MBG,-39,34,73
QCG,-40,36,76
HDC,-41,419,460
SHB,-41,183,224
LTG,-43,230,273
HQC,-45,215,260
VPG,-47,282,329
PLX,-48,223,271
TSC,-48,64,112
LIX,-48,38,86
PVD,-55,818,873
VSC,-55,43,98
IDI,-59,180,239
MSN,-63,314,377
HAP,-64,62,126
BFC,-71,176,247
CVT,-71,159,230
TLH,-71,120,191
TCM,-72,241,313
CMX,-73,75,148
HTN,-76,123,199
AST,-77,82,159
DRH,-77,62,139
CSV,-78,96,174
HNG,-80,114,194
FMC,-84,127,211
HAX,-85,86,171
DIG,-90,543,633
VPB,-95,646,741
PTB,-96,133,229
TPB,-98,335,433
BCG,-102,63,165
AAA,-103,138,241
ASM,-111,301,412
AMD,-115,97,212
NLG,-119,224,343
SJF,-132,67,199
LCG,-142,223,365
IMP,-153,194,347
HAI,-156,178,334
BMP,-160,80,240
KSB,-162,275,437
FPT,-170,675,845
HPG,-172,1698,1870
FCN,-189,316,505
TTF,-193,420,613
VND,-195,282,477
TDG,-198,225,423
DLG,-215,73,288
ROS,-228,295,523
KDH,-229,334,563
HHS,-253,279,532
HVN,-257,231,488
NKG,-263,1287,1550
HCM,-294,593,887
PHR,-298,543,841
DBC,-338,391,729
VNM,-346,1045,1391
HDB,-381,718,1099
HSG,-530,1104,1634
GTN,-565,323,888
SSI,-606,605,1211
HAG,-909,1025,1934
FLC,-2537,1570,4107
