Stock,Gap,B,S
TCB,322,662,340
STB,117,228,111
FLC,116,173,57
PDR,82,127,45
MBB,74,244,170
CTG,60,235,175
CVT,43,59,16
KDC,43,46,3
NVL,38,65,27
ASM,38,47,9
DRC,34,56,22
NVB,31,31,0
APH,29,57,28
CTR,24,27,3
HPG,23,155,132
HSG,23,127,104
PHR,22,62,40
VJC,22,55,33
LTG,19,39,20
NHH,18,18,0
ACB,17,83,66
BID,17,47,30
TDM,17,22,5
TAR,17,21,4
GTN,15,50,35
IDI,15,33,18
VHC,15,28,13
DBC,14,38,24
SIP,14,24,10
DGC,13,26,13
VPI,13,25,12
LCG,13,24,11
LDG,13,21,8
KOS,13,13,0
GIL,12,13,1
HPX,12,12,0
KSB,10,31,21
CRE,10,19,9
VPB,9,91,82
SBT,9,33,24
KBC,9,12,3
GEX,8,161,153
DXG,8,55,47
SHB,8,38,30
PWA,8,14,6
DPM,7,22,15
DHC,6,16,10
IMP,6,9,3
TDH,6,6,0
ACV,5,25,20
PLC,5,14,9
HAG,5,6,1
SHI,4,6,2
EVG,4,6,2
IBC,4,4,0
VIC,3,52,49
NLG,3,14,11
CII,3,13,10
POW,3,12,9
PAS,3,11,8
ILB,3,8,5
LIG,3,6,3
BWE,3,5,2
FMC,3,5,2
NRC,3,3,0
SRA,3,3,0
ADG,3,3,0
CRC,3,3,0
LHG,3,3,0
CTF,3,3,0
NKG,2,14,12
REE,2,7,5
NTC,2,6,4
GEG,2,5,3
PPC,2,4,2
SAB,2,3,1
DHT,2,2,0
VRC,2,2,0
DXP,2,2,0
KDF,2,2,0
MSH,2,2,0
PC1,2,2,0
AMV,2,2,0
HCM,1,40,39
G36,1,8,7
DCM,1,8,7
NDN,1,3,2
IJC,1,3,2
BMI,1,3,2
NTL,1,3,2
MSR,1,2,1
NBB,1,2,1
FIT,1,1,0
SGP,1,1,0
C4G,1,1,0
ABC,1,1,0
ITD,1,1,0
TNI,1,1,0
VTP,1,1,0
CTI,1,1,0
BCG,1,1,0
BAX,1,1,0
HAP,1,1,0
SZL,1,1,0
VRG,1,1,0
GDT,1,1,0
C32,1,1,0
DMC,1,1,0
DCL,1,1,0
ROS,1,1,0
MBS,1,1,0
VCR,1,1,0
HHS,1,1,0
VHM,0,68,68
D2D,0,29,29
VCB,0,19,19
VCG,0,3,3
L14,0,2,2
KLF,0,2,2
SCR,0,2,2
TIG,0,2,2
ANV,0,1,1
YEG,0,1,1
VGC,0,1,1
VSC,0,1,1
BOT,0,1,1
VC3,0,1,1
C69,0,0,0
CMX,0,0,0
ITQ,0,0,0
KLB,0,0,0
PVL,0,0,0
BSI,0,0,0
TLG,0,0,0
DDG,0,0,0
DSN,0,0,0
DRH,0,0,0
MCH,0,0,0
KMR,0,0,0
PXS,0,0,0
POM,0,0,0
LSS,0,0,0
SGR,0,0,0
TAC,0,0,0
TTB,0,0,0
ABS,0,0,0
TYA,0,0,0
FIR,0,0,0
TVN,0,0,0
DPR,0,0,0
C47,0,0,0
SJF,0,0,0
PAC,0,0,0
EVE,0,0,0
NSC,0,0,0
VLC,0,0,0
SPI,0,0,0
HII,0,0,0
SRC,0,0,0
PVI,0,0,0
PLP,0,0,0
EVF,0,0,0
BIC,0,0,0
PXT,0,0,0
SJD,0,0,0
CNG,0,0,0
SJS,0,0,0
SFG,0,0,0
SD9,0,0,0
DQC,0,0,0
AGM,0,0,0
HAD,0,0,0
TDN,0,0,0
MFS,0,0,0
QTP,0,0,0
EIB,0,0,0
VPH,0,0,0
DAH,0,0,0
DBD,0,0,0
HAR,0,0,0
VGT,0,0,0
APG,0,0,0
PGS,0,0,0
HUT,0,0,0
MST,0,0,0
AFX,0,0,0
SNZ,0,0,0
NT2,0,0,0
APC,0,0,0
CHP,0,0,0
SLS,0,0,0
FTM,0,0,0
S99,0,0,0
ORS,0,0,0
CSM,0,0,0
ADS,0,0,0
SAV,0,0,0
TGG,0,0,0
HVH,0,0,0
SMB,0,0,0
GKM,0,0,0
NAF,0,0,0
LAS,0,0,0
BCC,0,0,0
TSC,0,0,0
VGS,0,0,0
QCG,0,0,0
DTA,0,0,0
SBA,0,0,0
TDG,0,0,0
SBV,0,0,0
SAM,0,0,0
DLG,0,0,0
NCT,0,0,0
IDV,0,0,0
PGN,0,0,0
HCD,0,0,0
AGR,0,0,0
MPT,0,0,0
MPC,0,0,0
VHE,0,0,0
SWC,0,0,0
THG,0,0,0
BCM,0,0,0
BTD,0,0,0
PHC,0,0,0
KSH,0,0,0
PSH,0,0,0
DNM,0,0,0
CKG,0,0,0
CSV,0,0,0
HND,0,0,0
FOX,0,0,0
ASP,0,0,0
ART,0,0,0
ASG,0,0,0
BMC,0,0,0
NNC,0,0,0
KHP,0,0,0
DAG,0,0,0
STK,0,0,0
QBS,0,0,0
VIP,0,0,0
VIG,0,0,0
MHC,0,0,0
SBS,0,0,0
VSH,0,0,0
STH,0,0,0
VNE,0,0,0
AMD,0,0,0
CTS,0,0,0
TCW,0,0,0
SHA,0,0,0
TN1,0,0,0
DHM,0,0,0
MBG,0,0,0
CMG,0,0,0
SD5,0,0,0
SDT,0,0,0
CCL,0,0,0
TTH,0,0,0
HID,0,0,0
ACL,0,0,0
DS3,0,0,0
HDA,0,0,0
CTP,0,0,0
TCT,0,0,0
SFI,0,0,0
PAN,0,0,0
PVP,0,0,0
PXL,0,0,0
BFC,0,0,0
CMS,0,0,0
SD6,0,0,0
VNP,0,0,0
CVN,0,0,0
VNG,0,0,0
ACM,0,0,0
ABI,0,0,0
HHP,0,0,0
LGL,0,0,0
PVC,0,0,0
NHA,0,0,0
ELC,0,0,0
BII,0,0,0
TLH,0,0,0
HSL,0,0,0
SEA,0,0,0
TBC,0,0,0
TTN,0,0,0
TXM,0,0,0
VCP,0,0,0
VOS,0,0,0
TVS,0,0,0
SSN,0,0,0
DST,0,0,0
PVV,0,0,0
TNT,0,0,0
VNA,0,0,0
TTZ,0,0,0
TVC,-1,7,8
VEA,-1,3,4
HT1,-1,2,3
AST,-1,2,3
FRT,-1,2,3
IDJ,-1,1,2
VOC,-1,1,2
BSR,-1,1,2
SKG,-1,0,1
VTR,-1,0,1
PSD,-1,0,1
DVP,-1,0,1
HLD,-1,0,1
CIA,-1,0,1
NTP,-1,0,1
PFL,-1,0,1
TIP,-1,0,1
DVN,-1,0,1
JVC,-1,0,1
HAH,-1,0,1
TDT,-1,0,1
HAI,-1,0,1
AAS,-1,0,1
TNA,-1,0,1
PVB,-1,0,1
TA9,-1,0,1
TV2,-1,0,1
PET,-2,32,34
ITA,-2,11,13
DPG,-2,9,11
HAX,-2,8,10
VGI,-2,2,4
QNS,-2,2,4
TLD,-2,1,3
SCS,-2,1,3
AAA,-2,1,3
VTD,-2,0,2
DHA,-2,0,2
BVS,-2,0,2
OIL,-2,0,2
TDC,-2,0,2
MML,-2,0,2
TPB,-3,28,31
MLS,-3,2,5
HTN,-3,2,5
TVB,-3,2,5
LIX,-3,0,3
OGC,-3,0,3
FTS,-3,0,3
DTD,-3,0,3
GAB,-3,0,3
AAV,-3,0,3
CTD,-4,31,35
HDC,-4,4,8
DRI,-4,2,6
TCL,-4,0,4
SMC,-4,0,4
BMP,-4,0,4
HQC,-4,0,4
IDC,-5,3,8
SHS,-6,16,22
AGG,-6,12,18
PLX,-6,9,15
TCM,-6,7,13
DGW,-6,2,8
HVN,-7,7,14
TCH,-7,2,9
PTB,-7,1,8
PNJ,-8,31,39
VPG,-8,12,20
VIB,-8,9,17
SZC,-8,4,12
TTF,-8,2,10
CEO,-8,0,8
VNM,-9,76,85
HDG,-9,12,21
VCS,-9,2,11
FCN,-10,3,13
GMD,-11,10,21
TNG,-11,0,11
DIG,-12,29,41
BVH,-13,18,31
VND,-15,13,28
HNG,-15,4,19
VRE,-16,43,59
PVT,-16,21,37
KDH,-16,3,19
PVS,-17,65,82
MWG,-18,61,79
GAS,-20,26,46
VCI,-20,7,27
FPT,-21,24,45
HBC,-23,10,33
SSI,-27,32,59
PVD,-27,17,44
HDB,-33,47,80
GVR,-33,31,64
MSN,-36,25,61
VIX,-47,9,56
