Stock,Gap,B,S
VHM,1893,5078,3185
TPB,1169,2235,1066
TCH,1069,3976,2907
HSG,1046,4075,3029
HBC,1022,4182,3160
NVL,935,1317,382
BWE,838,1794,956
PVD,660,3187,2527
MBB,653,2505,1852
DPM,508,1685,1177
VIX,504,786,282
SSI,399,2569,2170
VPB,349,2180,1831
NVB,345,367,22
HNG,318,1264,946
KDF,289,416,127
TCB,278,5059,4781
APH,275,624,349
SBT,261,1318,1057
GMD,248,1160,912
HAX,229,768,539
IJC,226,756,530
TVC,226,412,186
ABS,217,351,134
VHC,207,1023,816
TV2,198,572,374
TCM,169,688,519
TIG,162,249,87
VRE,151,2274,2123
KDC,143,481,338
APG,139,211,72
BSR,133,441,308
PLC,130,307,177
MST,128,146,18
PDR,127,417,290
DXP,123,254,131
DAG,122,234,112
STK,117,283,166
VJC,107,783,676
TDM,100,614,514
C69,91,141,50
CTF,91,106,15
PET,89,1191,1102
AAV,88,151,63
DVN,82,212,130
BMI,78,786,708
CEO,78,178,100
DST,78,135,57
BFC,77,468,391
NT2,77,372,295
DHM,72,152,80
VOS,69,153,84
TDC,66,418,352
EVG,66,190,124
VGI,64,570,506
TSC,63,158,95
HHP,60,107,47
LHG,58,322,264
PAS,57,160,103
SHB,56,485,429
G36,56,165,109
KHP,55,106,51
PHC,48,79,31
QNS,46,152,106
VCB,45,1580,1535
HPX,44,68,24
PVS,43,813,770
SJF,41,214,173
VPI,41,110,69
MBG,40,143,103
ACV,39,225,186
PVC,39,87,48
CRC,37,148,111
VC3,37,47,10
VTP,36,192,156
PFL,36,49,13
DDG,35,94,59
ILB,34,246,212
SCS,33,120,87
PVB,30,87,57
VIG,27,30,3
NRC,26,89,63
PAN,25,146,121
NDN,22,128,106
HUT,22,91,69
VNG,22,65,43
BII,22,55,33
CTP,22,44,22
TLH,21,131,110
PXL,21,59,38
VCP,21,49,28
VHE,21,38,17
BTD,20,28,8
DSN,19,44,25
IBC,19,22,3
DNM,18,34,16
QTP,18,24,6
PC1,16,347,331
NTC,16,71,55
KOS,16,55,39
GKM,16,16,0
PSH,15,31,16
ABC,14,45,31
VCG,13,125,112
VLC,12,75,63
MBS,12,31,19
MLS,11,37,26
PSD,11,30,19
CIA,11,19,8
BMC,10,40,30
ASG,10,26,16
VOC,9,129,120
STH,9,38,29
SFG,8,23,15
TTZ,8,11,3
VCI,7,592,585
IDC,7,103,96
DTD,7,87,80
PVP,7,33,26
ORS,7,14,7
SFI,7,12,5
ABI,7,11,4
DHT,7,10,3
TN1,7,9,2
TCW,6,34,28
THG,6,25,19
PXT,6,23,17
GDT,6,20,14
VCR,5,160,155
NHA,5,47,42
LGL,5,18,13
ADS,5,16,11
PVV,5,15,10
SEA,5,12,7
SMB,4,20,16
HCM,3,1634,1631
CTI,3,253,250
SDT,3,8,5
DQC,2,31,29
HAD,2,7,5
TVS,2,6,4
SKH,2,3,1
CMS,2,3,1
TNA,1,86,85
APC,1,27,26
VRG,1,16,15
PAC,1,10,9
PVL,1,2,1
HID,0,28,28
TDT,0,27,27
SD9,0,22,22
ITQ,0,5,5
CSM,-1,19,20
SD5,-1,8,9
SPI,-1,4,5
DTA,-1,2,3
VTD,-2,45,47
SSN,-2,16,18
TXM,-2,5,7
BOT,-2,1,3
TTN,-3,40,43
IDV,-3,25,28
MPT,-3,3,6
SDD,-3,0,3
DHC,-4,228,232
YEG,-4,18,22
S99,-4,8,12
HAR,-5,188,193
VGT,-5,89,94
VRC,-5,64,69
BAX,-5,14,19
SHA,-5,13,18
DS3,-5,2,7
DCL,-6,33,39
KSH,-6,8,14
FOX,-7,1,8
VNP,-8,30,38
DVP,-8,23,31
TDN,-8,14,22
SGR,-8,10,18
KLB,-8,8,16
TTH,-8,3,11
CHP,-8,0,8
BSI,-9,41,50
EVF,-9,16,25
ACM,-9,7,16
EVE,-9,1,10
AGG,-10,221,231
VSC,-10,126,136
MPC,-10,50,60
SWC,-10,47,57
TNT,-10,17,27
PGN,-11,66,77
SLS,-11,20,31
NBB,-11,18,29
PPC,-12,106,118
SAM,-12,19,31
MML,-12,15,27
VNA,-12,8,20
SD6,-12,6,18
PGS,-13,35,48
SHI,-14,54,68
BCC,-14,43,57
ADG,-15,40,55
VTR,-15,18,33
SNZ,-15,14,29
NTP,-16,9,25
TCT,-17,33,50
DPR,-17,21,38
HND,-17,16,33
MCH,-18,47,65
MHC,-18,38,56
FTM,-18,34,52
ELC,-19,152,171
NSC,-19,24,43
MSR,-20,91,111
CVN,-20,56,76
BCM,-20,27,47
PVI,-20,18,38
SBA,-20,13,33
CRE,-21,177,198
VGS,-21,51,72
ASP,-21,14,35
CNG,-21,5,26
TVB,-22,125,147
DMC,-22,94,116
FIR,-22,40,62
SAV,-22,13,35
QBS,-22,10,32
HTN,-23,211,234
DBD,-23,24,47
SMC,-24,113,137
LIG,-25,49,74
VNE,-25,4,29
PXS,-26,185,211
PWA,-26,93,119
MFS,-27,49,76
CLG,-27,10,37
VSH,-28,17,45
VPH,-28,12,40
TTF,-29,1946,1975
C4G,-29,107,136
L14,-30,20,50
TNG,-32,266,298
CCL,-32,132,164
LSS,-33,146,179
VEA,-33,100,133
DAH,-34,156,190
OIL,-34,59,93
IDJ,-34,29,63
ART,-34,3,37
KMR,-35,130,165
CMG,-35,46,81
AFX,-35,45,80
TGG,-36,42,78
DHA,-36,36,72
SJD,-37,59,96
TYA,-37,23,60
SBV,-38,24,62
HCD,-39,66,105
HDA,-40,22,62
ITD,-41,22,63
DRI,-43,50,93
TLG,-44,106,150
ACL,-44,20,64
SJS,-47,108,155
LAS,-47,58,105
KLF,-47,45,92
ACB,-48,763,811
SHS,-48,305,353
TVN,-48,49,97
SGP,-48,18,66
CKG,-49,189,238
SIP,-49,104,153
TDG,-49,36,85
AGM,-50,18,68
GAB,-50,14,64
TBC,-50,7,57
EIB,-51,94,145
BVS,-51,23,74
AMV,-52,108,160
HLD,-52,60,112
SRA,-52,12,64
NAF,-54,90,144
HSL,-54,45,99
NNC,-57,61,118
NCT,-57,10,67
POM,-58,0,58
PLP,-61,88,149
SZL,-62,46,108
CTR,-67,360,427
VIP,-71,162,233
IMP,-71,61,132
FIT,-72,142,214
NLG,-75,132,207
AGR,-77,223,300
BMP,-79,326,405
HII,-81,63,144
FTS,-87,106,193
BIC,-94,34,128
TCL,-97,84,181
C47,-98,63,161
SKG,-99,145,244
TAC,-99,0,99
TAR,-100,134,234
FCN,-102,626,728
HDC,-102,394,496
AMD,-102,201,303
HQC,-104,478,582
KBC,-106,516,622
TIP,-106,126,232
VGC,-110,221,331
VCS,-111,199,310
SBS,-112,37,149
OGC,-113,167,280
VIB,-118,262,380
MSH,-120,130,250
TNI,-121,134,255
FMC,-124,233,357
CSV,-124,100,224
QCG,-127,133,260
DLG,-131,130,261
ASM,-140,1060,1200
TTB,-141,122,263
LIX,-141,102,243
NTL,-143,254,397
AST,-148,186,334
HVH,-149,274,423
GIL,-150,330,480
CTS,-150,135,285
BCG,-157,199,356
BVH,-160,1352,1512
PTB,-164,287,451
CMX,-164,263,427
HAH,-170,270,440
FRT,-178,564,742
ANV,-178,219,397
JVC,-184,156,340
HAI,-186,263,449
CVT,-189,0,189
HAP,-191,145,336
HVN,-192,649,841
LCG,-195,772,967
DRH,-198,403,601
C32,-204,99,303
SZC,-208,1002,1210
CII,-223,395,618
DIG,-224,521,745
HDG,-228,657,885
LTG,-234,253,487
REE,-239,329,568
CTD,-246,537,783
SCR,-248,482,730
SAB,-258,281,539
TLD,-297,260,557
D2D,-311,345,656
DPG,-317,853,1170
DRC,-317,406,723
DCM,-320,1742,2062
IDI,-333,361,694
DGW,-339,892,1231
TDH,-342,436,778
PNJ,-376,1369,1745
FPT,-380,2113,2493
VPG,-382,293,675
VIC,-391,1315,1706
KDH,-408,706,1114
DGC,-423,449,872
LDG,-424,1418,1842
VND,-433,740,1173
HHS,-475,460,935
PLX,-476,571,1047
GEG,-488,387,875
AAA,-496,768,1264
PHR,-498,1838,2336
ROS,-517,409,926
ITA,-553,1520,2073
POW,-558,1314,1872
MSN,-587,1181,1768
NKG,-597,1297,1894
DBC,-627,672,1299
HT1,-649,631,1280
GAS,-663,1803,2466
PVT,-686,621,1307
FLC,-699,1305,2004
BID,-733,1119,1852
HDB,-737,1266,2003
GTN,-765,886,1651
STB,-795,1883,2678
MWG,-806,1361,2167
KSB,-876,920,1796
VNM,-896,1906,2802
HPG,-928,12791,13719
HAG,-959,762,1721
CTG,-1037,2418,3455
GVR,-1128,1174,2302
DXG,-1303,1603,2906
GEX,-2148,2364,4512
