Stock,Gap,B,S
VPB,1741,3539,1798
HNG,1125,1828,703
VNM,1094,2658,1564
DST,940,965,25
HAG,695,1857,1162
VCB,695,1415,720
CTG,653,2582,1929
VIC,653,1829,1176
VJC,585,957,372
SHB,540,718,178
CTD,488,1149,661
SSI,441,2099,1658
SZC,429,1541,1112
CII,410,839,429
TCB,374,2289,1915
APH,366,745,379
VRE,363,2514,2151
GAS,307,1325,1018
NVL,303,877,574
GEG,261,615,354
IMP,251,419,168
GVR,243,855,612
VIX,224,379,155
ASM,208,1211,1003
DHC,194,374,180
KBC,191,510,319
MSN,183,801,618
APG,172,227,55
LHG,166,609,443
ITA,164,1281,1117
SAB,159,659,500
VHM,150,2933,2783
TNA,132,234,102
DTD,126,212,86
STK,117,162,45
KDC,105,275,170
SHS,104,247,143
NVB,96,170,74
AAV,91,138,47
SZL,89,189,100
DGW,85,610,525
TIG,80,97,17
DRC,79,448,369
VRC,75,146,71
DHM,73,146,73
TVC,69,128,59
C69,67,122,55
CTF,66,85,19
PC1,65,211,146
BID,63,1222,1159
TVB,63,187,124
ABS,61,246,185
AFX,59,126,67
DAG,58,150,92
LSS,56,213,157
LAS,56,118,62
TNG,55,293,238
SBT,53,759,706
PLX,53,567,514
C4G,52,160,108
CKG,49,252,203
DXP,49,141,92
APC,49,93,44
VPI,44,85,41
STB,43,1542,1499
DCL,43,81,38
VIB,42,194,152
TIP,42,161,119
DMC,42,145,103
GKM,41,41,0
FMC,36,374,338
ACB,35,462,427
MBG,35,88,53
VNE,34,44,10
HHP,33,87,54
CRC,32,99,67
DDG,32,64,32
IDC,31,79,48
VPH,30,42,12
HTN,28,117,89
LTG,27,189,162
HVH,26,95,69
CVN,26,69,43
VC3,26,33,7
TDH,25,417,392
AGG,25,157,132
TDG,25,130,105
NHH,24,101,77
VNG,24,66,42
KDF,23,80,57
AMV,23,65,42
TCM,22,280,258
DRH,22,269,247
IDV,22,31,9
EIB,21,109,88
SJD,21,55,34
SFG,21,34,13
IBC,21,34,13
NDN,20,72,52
HLD,19,91,72
DVN,19,74,55
STH,19,51,32
SNZ,19,37,18
CHP,17,25,8
PAN,16,103,87
BII,15,33,18
SLS,15,30,15
FPT,14,1055,1041
OIL,14,109,95
ADG,14,42,28
SEA,14,21,7
SMB,14,20,6
LGL,14,18,4
EVG,13,111,98
KOS,13,38,25
HPX,13,25,12
VHE,13,17,4
PSH,12,26,14
TGG,11,25,14
SD6,11,19,8
TVS,11,11,0
PAS,10,96,86
MST,9,35,26
ACM,9,24,15
SFI,9,11,2
TBC,9,10,1
FTS,8,132,124
VCR,8,55,47
SHI,8,50,42
DQC,8,22,14
DNM,8,11,3
KHP,7,45,38
AAS,7,32,25
VTR,7,31,24
KLB,7,9,2
ADS,7,9,2
SBV,6,38,32
PHC,6,34,28
PFL,6,22,16
BWE,5,630,625
TTB,5,96,91
PLP,5,72,67
MFS,5,42,37
SWC,5,31,26
LIG,5,22,17
ASG,5,19,14
MML,5,15,10
PVV,5,7,2
ACV,4,188,184
PXL,4,33,29
VRG,4,27,23
PGN,4,26,22
SD5,4,20,16
NNC,3,55,52
FIR,3,54,51
PVI,3,50,47
VLC,3,43,40
SIP,3,40,37
ORS,3,9,6
PSD,3,6,3
PVL,3,4,1
SRA,2,98,96
DPR,2,28,26
YEG,2,21,19
HAD,2,9,7
ABI,2,9,7
SDD,2,5,3
CMS,2,3,1
BMI,1,326,325
CLG,1,32,31
ACL,1,20,19
MCH,1,18,17
CTP,1,10,9
SSN,1,8,7
CIA,1,5,4
SDT,1,5,4
TTH,1,3,2
TTZ,1,3,2
DTA,1,1,0
TN1,1,1,0
SKH,1,1,0
CRE,0,141,141
VGS,0,26,26
BAX,0,10,10
TYA,0,8,8
VIG,0,6,6
DS3,0,4,4
BOT,0,2,2
DHA,-1,25,26
DBD,-1,23,24
SD9,-1,12,13
HND,-1,8,9
SPI,-1,3,4
TXM,-1,0,1
PTB,-2,170,172
TSC,-2,87,89
HII,-2,45,47
DSN,-2,28,30
VOS,-2,25,27
VTD,-2,24,26
ABC,-2,9,11
ITQ,-2,4,6
FOX,-2,4,6
S99,-2,3,5
FTM,-3,29,32
CSM,-3,12,15
DHT,-3,9,12
TDN,-3,5,8
HAI,-4,163,167
KSH,-4,14,18
ITD,-4,11,15
MBS,-4,11,15
TCW,-4,10,14
SHA,-4,7,11
SGP,-5,48,53
SBA,-5,19,24
THG,-5,13,18
ASP,-5,12,17
PPC,-6,89,95
VOC,-6,44,50
CMG,-6,39,45
SAV,-6,31,37
QTP,-6,8,14
BTD,-6,3,9
PVC,-7,50,57
NTP,-7,18,25
BMC,-7,7,14
MPT,-7,3,10
VCS,-8,146,154
SGR,-8,2,10
MSH,-9,86,95
QBS,-9,20,29
BSI,-10,34,44
PGS,-10,14,24
NHA,-10,9,19
VNP,-10,5,15
VGT,-11,51,62
VNA,-11,4,15
BCG,-12,209,221
TVN,-12,41,53
TTN,-12,9,21
PWA,-13,74,87
SRC,-13,26,39
AMD,-14,192,206
TV2,-14,110,124
DVP,-14,21,35
EVF,-14,18,32
EVE,-14,1,15
MLS,-15,21,36
L14,-15,20,35
TDT,-16,4,20
PAC,-16,2,18
VIP,-17,121,138
NRC,-17,54,71
QNS,-17,34,51
BCC,-17,16,33
NBB,-18,11,29
VEA,-19,81,100
SBS,-19,14,33
GAB,-20,17,37
HID,-21,22,43
SJS,-21,18,39
VCP,-21,12,33
PLC,-22,97,119
ILB,-22,80,102
IDJ,-22,19,41
LIX,-23,52,75
DRI,-23,28,51
VCG,-23,27,50
MPC,-25,20,45
BVS,-25,10,35
VSH,-26,31,57
NCT,-26,28,54
KMR,-27,23,50
PVP,-28,2,30
SCS,-29,122,151
PVB,-30,40,70
HSL,-30,21,51
HDA,-30,13,43
TNT,-30,11,41
TCT,-30,7,37
ART,-30,4,34
TCL,-31,64,95
CNG,-31,8,39
KLF,-31,6,37
IJC,-32,239,271
NLG,-32,130,162
PXT,-32,9,41
GDT,-34,3,37
MHC,-35,29,64
BMP,-36,217,253
CTR,-37,230,267
OGC,-37,117,154
BFC,-37,111,148
AGM,-37,2,39
VTP,-39,37,76
SAM,-39,6,45
HAX,-40,291,331
BCM,-41,20,61
NAF,-42,47,89
NSC,-42,29,71
SJF,-43,98,141
HAR,-44,97,141
ELC,-44,66,110
TDC,-45,163,208
TLD,-48,176,224
HCD,-49,47,96
CVT,-51,0,51
IDI,-52,531,583
AST,-53,128,181
NTC,-53,56,109
HUT,-53,31,84
C32,-55,59,114
CEO,-56,68,124
MSR,-56,41,97
TLH,-58,120,178
CCL,-58,57,115
AGR,-59,200,259
TAR,-59,57,116
TDM,-60,207,267
BIC,-61,25,86
VND,-62,543,605
DLG,-64,115,179
CTS,-65,113,178
PNJ,-66,765,831
BSR,-67,461,528
VSC,-69,41,110
VGC,-74,342,416
VGI,-74,281,355
CSV,-74,68,142
HCM,-76,764,840
TLG,-76,42,118
PXS,-79,78,157
DAH,-80,110,190
PDR,-82,328,410
POM,-84,0,84
SMC,-87,22,109
MBB,-89,1042,1131
SKG,-89,61,150
HAH,-91,134,225
CTI,-96,133,229
VHC,-97,169,266
G36,-99,116,215
TPB,-104,457,561
KSB,-104,437,541
ANV,-109,60,169
NT2,-111,86,197
FIT,-115,155,270
CMX,-115,132,247
D2D,-119,360,479
SCR,-124,383,507
FRT,-124,334,458
FCN,-124,236,360
ROS,-127,464,591
REE,-129,258,387
HDG,-131,417,548
TNI,-139,74,213
QCG,-142,59,201
PVD,-144,1838,1982
JVC,-148,87,235
HAP,-156,171,327
AAA,-158,367,525
VPG,-161,158,319
TAC,-161,86,247
HDB,-162,1067,1229
GIL,-174,242,416
DIG,-178,501,679
HT1,-179,414,593
C47,-181,40,221
MWG,-184,758,942
GMD,-193,497,690
HVN,-194,288,482
HDC,-199,217,416
PVT,-209,612,821
HQC,-212,334,546
NTL,-212,196,408
DXG,-228,857,1085
KDH,-236,484,720
VCI,-242,397,639
PVS,-243,513,756
DCM,-253,569,822
DBC,-266,672,938
HHS,-267,284,551
PET,-277,471,748
LCG,-290,272,562
DPM,-305,332,637
GTN,-315,353,668
TTF,-367,576,943
HBC,-378,990,1368
DPG,-380,418,798
TCH,-398,1732,2130
FLC,-441,1084,1525
HSG,-450,1300,1750
BVH,-512,403,915
POW,-523,1222,1745
LDG,-557,756,1313
PHR,-574,496,1070
DGC,-623,413,1036
NKG,-764,588,1352
GEX,-950,1345,2295
HPG,-10421,10161,20582
