Stock,Gap,B,S
TCH,2036,3047,1011
POW,995,3135,2140
HPG,948,3222,2274
TCB,669,1701,1032
DXG,596,1395,799
PNJ,546,989,443
MWG,479,1087,608
MBB,477,1288,811
VND,472,1103,631
BMP,450,723,273
HDB,444,2319,1875
DIG,438,828,390
FPT,435,862,427
SSI,307,851,544
HBC,299,879,580
GMD,282,524,242
APH,243,479,236
HDG,236,522,286
TPB,231,629,398
PDR,230,493,263
PET,225,643,418
NVL,218,440,222
VJC,204,366,162
NLG,203,318,115
HCM,202,535,333
VCI,195,481,286
REE,185,307,122
BCM,180,257,77
KDH,169,393,224
FLC,166,576,410
ART,166,197,31
DAG,131,156,25
KDC,130,195,65
PTB,128,218,90
FTS,127,189,62
AMD,115,225,110
VCB,113,572,459
BMI,102,306,204
CTD,100,285,185
CTG,98,1001,903
HQC,93,199,106
DHM,92,118,26
ACB,83,321,238
DBC,81,479,398
GEG,77,286,209
VOS,77,136,59
DPM,72,215,143
CVN,69,125,56
HUT,69,105,36
VIX,66,159,93
LCG,64,435,371
HDC,64,196,132
SHS,63,216,153
NVB,60,91,31
CRE,57,112,55
IDC,53,137,84
SBS,50,51,1
TIG,49,93,44
MBG,47,59,12
ITA,46,773,727
ABS,46,119,73
HAH,43,344,301
CTF,43,45,2
DHC,42,175,133
CTR,39,115,76
PHC,37,49,12
AGG,36,183,147
TVC,36,77,41
STK,36,77,41
DDG,35,56,21
C69,35,52,17
NHH,34,72,38
BFC,33,144,111
IMP,33,52,19
TDM,32,111,79
HHP,30,49,19
BII,30,44,14
VRC,29,64,35
G36,28,90,62
VOC,28,56,28
VGS,28,48,20
TLG,27,75,48
APC,27,41,14
TNA,26,73,47
HPX,26,30,4
SJD,25,55,30
NTL,24,118,94
VPI,24,47,23
FIR,24,38,14
HTN,23,113,90
DRI,23,47,24
DHA,23,41,18
SMB,22,25,3
ELC,21,53,32
PAN,21,47,26
ACV,20,57,37
SIP,19,69,50
ADG,19,25,6
MCH,18,30,12
C32,17,76,59
AFX,17,70,53
TVN,17,37,20
ROS,16,224,208
CEO,16,60,44
MST,16,31,15
HDA,16,23,7
HNG,15,381,366
TVB,15,60,45
VIP,15,46,31
ANV,14,111,97
SBV,14,22,8
SD5,14,19,5
EVG,13,74,61
NTP,13,37,24
IDJ,13,27,14
GDT,13,19,6
LAS,12,30,18
LIG,12,20,8
VC3,12,18,6
PVP,12,14,2
ASM,11,403,392
CTS,11,59,48
QCG,11,51,40
OIL,11,31,20
MBS,11,18,7
VSC,10,71,61
HLD,10,31,21
VLC,10,30,20
HSL,10,26,16
PSH,10,17,7
BMC,10,14,4
ORS,10,13,3
AGR,9,242,233
MSR,9,59,50
PWA,9,41,32
SJS,9,37,28
ITD,9,27,18
AAS,9,18,9
SSN,9,16,7
TIP,8,53,45
SD9,8,13,5
VTR,8,11,3
AGM,7,22,15
CSM,7,18,11
ABC,7,16,9
NTC,7,14,7
GKM,7,10,3
CNG,7,8,1
AAV,6,35,29
NAF,6,24,18
MML,6,13,7
PAS,5,117,112
DST,5,32,27
MHC,5,18,13
VNP,5,14,9
TNT,5,11,6
SD6,5,6,1
C4G,4,56,52
LTG,4,55,51
DVN,4,36,32
KMR,4,31,27
TAC,4,19,15
TDT,4,14,10
SEA,4,10,6
FOX,4,5,1
DNM,4,5,1
THG,4,5,1
QTP,4,4,0
VNA,3,22,19
PVC,3,17,14
PXL,3,11,8
ASP,3,10,7
VHE,3,10,7
DHT,3,5,2
CTP,3,5,2
ABI,3,4,1
IBC,3,4,1
SHA,3,4,1
VNG,2,28,26
BSI,2,20,18
VIG,2,14,12
QBS,2,11,9
EVF,2,9,7
HND,2,9,7
FTM,2,6,4
SWC,2,5,3
ACM,2,4,2
ITQ,2,3,1
CMS,2,3,1
HVH,1,68,67
CCL,1,61,60
TCL,1,56,55
GAB,1,12,11
DVP,1,11,10
PVV,1,3,2
ADS,1,2,1
TTZ,1,1,0
LSS,0,59,59
NSC,0,17,17
MPC,0,14,14
SRC,0,13,13
VPH,0,10,10
STH,0,10,10
TDN,0,5,5
EVE,0,4,4
TVS,0,2,2
BTD,0,2,2
SKH,0,0,0
LHG,-1,205,206
JVC,-1,82,83
SGP,-1,20,21
PGS,-1,8,9
SFG,-1,8,9
PFL,-1,7,8
DCL,-1,5,6
TTN,-1,4,5
SPI,-1,2,3
PSD,-1,1,2
TTH,-1,1,2
CIA,-1,0,1
PVL,-1,0,1
DS3,-1,0,1
HAI,-2,150,152
HAP,-2,115,117
VCP,-2,28,30
DQC,-2,11,13
KHP,-2,11,13
MLS,-2,9,11
SRA,-2,8,10
CHP,-2,5,7
NBB,-2,3,5
DTA,-2,3,5
BOT,-2,0,2
TXM,-2,0,2
SDT,-2,0,2
TN1,-2,0,2
KBC,-3,245,248
BCC,-3,25,28
SDD,-3,4,7
IDV,-3,3,6
TYA,-3,2,5
SFI,-3,2,5
KLB,-3,0,3
MPT,-3,0,3
NRC,-4,46,50
TGG,-4,32,36
DTD,-4,27,31
SCS,-4,19,23
TCW,-4,11,15
QNS,-4,11,15
KSH,-4,8,12
S99,-4,2,6
ASG,-4,1,5
BAX,-4,0,4
IDI,-5,190,195
VCS,-5,74,79
VEA,-5,42,47
NHA,-5,11,16
PVI,-5,5,10
CKG,-6,175,181
VGI,-6,162,168
HVN,-6,156,162
TDC,-6,68,74
TAR,-6,40,46
VTP,-6,21,27
HCD,-6,8,14
MFS,-6,2,8
PGN,-6,2,8
TLH,-7,109,116
PLC,-7,107,114
EIB,-7,24,31
PAC,-7,0,7
L14,-7,0,7
GIL,-8,85,93
SAV,-8,5,13
TBC,-8,1,9
TNI,-9,79,88
SLS,-9,3,12
PLP,-10,48,58
HII,-10,34,44
BVS,-10,17,27
VRG,-10,14,24
SNZ,-10,7,17
SAM,-10,7,17
DSN,-10,6,16
POM,-10,0,10
LGL,-10,0,10
HHS,-11,143,154
AST,-11,57,68
CSV,-11,38,49
C47,-11,16,27
NCT,-12,23,35
CMG,-12,10,22
VNE,-12,8,20
SBA,-12,4,16
VTD,-12,1,13
ACL,-13,22,35
KLF,-13,11,24
PXS,-14,31,45
NDN,-14,21,35
VSH,-14,7,21
VGC,-15,37,52
KDF,-15,14,29
VCR,-15,13,28
SHB,-16,101,117
YEG,-16,18,34
TCT,-16,12,28
HID,-16,11,27
VGT,-16,9,25
PHR,-17,283,300
VIB,-18,47,65
DXP,-18,32,50
DMC,-18,31,49
SHI,-18,23,41
TDG,-18,15,33
PVB,-19,13,32
DPR,-19,7,26
HAR,-20,55,75
AMV,-20,25,45
DBD,-22,19,41
PXT,-22,9,31
FIT,-24,72,96
DRH,-25,150,175
TLD,-25,66,91
LIX,-26,38,64
PVS,-28,162,190
SGR,-28,9,37
VHC,-29,251,280
SKG,-29,26,55
SZL,-29,13,42
GTN,-30,330,360
DLG,-31,67,98
KSB,-32,309,341
VIC,-33,319,352
SBT,-34,381,415
BIC,-36,10,46
VCG,-36,9,45
TSC,-37,81,118
CRC,-37,8,45
NNC,-40,38,78
SAB,-42,98,140
TV2,-42,40,82
ILB,-42,25,67
CTI,-45,88,133
TNG,-46,113,159
KOS,-48,33,81
SMC,-49,20,69
FRT,-51,114,165
BCG,-53,72,125
VPG,-54,58,112
MSN,-57,213,270
DGW,-57,177,234
SJF,-57,31,88
APG,-60,82,142
CVT,-60,0,60
OGC,-62,60,122
FMC,-63,207,270
PC1,-63,52,115
TTB,-64,47,111
GAS,-65,432,497
PPC,-65,22,87
IJC,-66,91,157
DGC,-70,125,195
MSH,-70,47,117
TTF,-76,302,378
BVH,-77,235,312
VPB,-82,748,830
HAX,-84,138,222
GVR,-90,398,488
SCR,-90,263,353
CMX,-91,192,283
BWE,-95,334,429
DRC,-95,108,203
PLX,-101,262,363
NT2,-103,69,172
D2D,-118,333,451
TCM,-134,271,405
DCM,-142,220,362
TDH,-144,124,268
VHM,-145,831,976
DPG,-152,103,255
FCN,-153,91,244
BSR,-160,139,299
NKG,-162,830,992
SZC,-166,163,329
BID,-203,838,1041
HSG,-209,864,1073
DAH,-236,95,331
CII,-241,125,366
GEX,-242,603,845
LDG,-249,385,634
HAG,-261,529,790
STB,-267,612,879
AAA,-271,330,601
PVD,-335,583,918
PVT,-342,200,542
HT1,-393,280,673
VRE,-403,902,1305
VNM,-654,1148,1802
