Stock,Count,Buy,Sell,2T,2TB,2TS,3T,3TB,3TS,5T,5TB,5TS
TCB,65,34,29,14,8,4,5,3,0,2,0,0
HPG,58,18,38,5,1,2,5,1,2,2,0,0
ACB,57,31,26,17,11,6,9,5,4,7,4,3
MBB,32,16,14,6,2,2,3,1,0,2,0,0
CTG,21,4,15,2,0,0,2,0,0,2,0,0
PVS,15,3,11,11,2,8,7,0,6,3,0,2
VCG,12,0,12,12,0,12,12,0,12,12,0,12
STB,12,4,6,2,0,0,2,0,0,1,0,0
VPB,10,4,4,3,1,0,2,0,0,2,0,0
SHS,10,4,4,1,0,1,0,0,0,0,0,0
SHB,8,1,6,3,0,2,1,0,0,1,0,0
VNM,8,1,5,4,1,1,2,0,0,1,0,0
DIG,8,5,1,2,1,0,1,0,0,1,0,0
VHM,7,4,1,2,0,0,1,0,0,1,0,0
SSI,7,2,4,2,1,0,1,0,0,1,0,0
HDB,6,1,3,2,0,0,2,0,0,1,0,0
IDC,6,3,3,1,1,0,0,0,0,0,0,0
TCH,6,1,3,3,0,1,2,0,0,2,0,0
MWG,6,4,0,2,0,0,2,0,0,2,0,0
CTR,6,4,2,1,0,1,0,0,0,0,0,0
PVD,6,1,3,1,0,0,1,0,0,1,0,0
KDH,5,1,2,2,0,0,2,0,0,1,0,0
FPT,5,1,2,3,0,1,2,0,0,2,0,0
VJC,5,0,3,3,0,1,1,0,0,1,0,0
CVT,5,0,4,2,0,1,1,0,0,0,0,0
VRE,4,0,2,1,0,0,1,0,0,1,0,0
GEX,4,1,2,1,0,0,1,0,0,1,0,0
HSG,4,1,1,2,0,0,1,0,0,1,0,0
TPB,4,0,2,2,0,0,1,0,0,1,0,0
PDR,4,0,2,2,0,0,1,0,0,0,0,0
ITA,3,1,0,1,0,0,0,0,0,0,0,0
DXG,3,1,0,1,0,0,1,0,0,1,0,0
VCB,3,1,1,1,0,0,1,0,0,1,0,0
CTD,3,1,0,1,0,0,1,0,0,0,0,0
HBC,3,1,0,1,0,0,1,0,0,0,0,0
PNJ,3,1,0,2,0,0,2,0,0,2,0,0
MSN,3,1,0,1,0,0,1,0,0,1,0,0
CRE,3,1,0,0,0,0,0,0,0,0,0,0
GVR,3,0,2,1,0,0,1,0,0,0,0,0
VIC,3,1,0,1,0,0,1,0,0,1,0,0
GMD,3,0,1,2,0,0,2,0,0,1,0,0
VIX,3,0,2,2,0,1,1,0,1,0,0,0
POW,3,1,0,1,0,0,1,0,0,0,0,0
DBC,3,1,1,1,0,0,1,0,0,0,0,0
HDG,2,0,0,0,0,0,0,0,0,0,0,0
HNG,2,0,0,0,0,0,0,0,0,0,0,0
KOS,2,2,0,0,0,0,0,0,0,0,0,0
NTC,2,2,0,0,0,0,0,0,0,0,0,0
BVH,2,0,1,1,0,0,1,0,0,0,0,0
D2D,2,0,0,0,0,0,0,0,0,0,0,0
GAS,2,1,0,1,0,0,1,0,0,1,0,0
G36,2,2,0,1,1,0,0,0,0,0,0,0
REE,2,0,0,1,0,0,1,0,0,1,0,0
NLG,2,0,0,1,0,0,0,0,0,0,0,0
VGC,2,1,0,0,0,0,0,0,0,0,0,0
AAA,2,1,0,0,0,0,0,0,0,0,0,0
HAH,2,0,0,0,0,0,0,0,0,0,0,0
SHI,2,2,0,1,1,0,0,0,0,0,0,0
NKG,2,0,0,0,0,0,0,0,0,0,0,0
PLX,2,0,1,1,0,0,0,0,0,0,0,0
SIP,2,1,1,0,0,0,0,0,0,0,0,0
DGC,2,0,1,0,0,0,0,0,0,0,0,0
MCH,2,1,1,0,0,0,0,0,0,0,0,0
TNG,2,0,1,1,0,0,1,0,0,0,0,0
VHC,2,1,0,0,0,0,0,0,0,0,0,0
HCM,1,0,0,1,0,0,1,0,0,1,0,0
ACV,1,1,0,0,0,0,0,0,0,0,0,0
DPM,1,0,0,0,0,0,0,0,0,0,0,0
HHP,1,0,1,0,0,0,0,0,0,0,0,0
VGI,1,0,1,0,0,0,0,0,0,0,0,0
VIB,1,0,0,1,0,0,0,0,0,0,0,0
SCR,1,0,0,0,0,0,0,0,0,0,0,0
GTN,1,0,0,1,0,0,1,0,0,0,0,0
CEO,1,0,1,0,0,0,0,0,0,0,0,0
TTF,1,0,1,0,0,0,0,0,0,0,0,0
NVL,1,0,0,1,0,0,1,0,0,1,0,0
FLC,1,0,0,0,0,0,0,0,0,0,0,0
VCS,1,0,0,0,0,0,0,0,0,0,0,0
SAB,1,0,0,1,0,0,1,0,0,1,0,0
IDI,1,0,0,0,0,0,0,0,0,0,0,0
DCM,1,0,0,1,0,0,0,0,0,0,0,0
FCN,1,0,0,0,0,0,0,0,0,0,0,0
CII,1,0,0,1,0,0,1,0,0,0,0,0
HAG,1,0,0,1,0,0,1,0,0,0,0,0
TDC,1,0,1,0,0,0,0,0,0,0,0,0
PVT,1,0,0,0,0,0,0,0,0,0,0,0
PET,1,0,0,0,0,0,0,0,0,0,0,0
APH,1,0,0,1,0,0,1,0,0,1,0,0
NVB,1,0,1,0,0,0,0,0,0,0,0,0
VPG,1,0,0,0,0,0,0,0,0,0,0,0
PHR,1,0,0,1,0,0,1,0,0,0,0,0
KDC,1,0,0,1,0,0,1,0,0,0,0,0
GIL,1,0,0,0,0,0,0,0,0,0,0,0
DHC,1,0,0,0,0,0,0,0,0,0,0,0
KSB,1,0,0,0,0,0,0,0,0,0,0,0
FTS,1,0,0,1,0,0,0,0,0,0,0,0
TIG,1,1,0,1,1,0,0,0,0,0,0,0
BMI,1,0,0,0,0,0,0,0,0,0,0,0
VCI,1,0,0,1,0,0,1,0,0,0,0,0
BWE,1,0,0,1,0,0,0,0,0,0,0,0
DGW,1,0,0,0,0,0,0,0,0,0,0,0
GEG,1,0,0,1,0,0,0,0,0,0,0,0
VND,1,0,0,1,0,0,0,0,0,0,0,0
TCM,1,0,0,1,0,0,0,0,0,0,0,0
HDC,1,1,0,0,0,0,0,0,0,0,0,0
ASM,1,0,0,1,0,0,1,0,0,1,0,0
LDG,1,0,0,1,0,0,1,0,0,0,0,0
BID,1,0,0,1,0,0,1,0,0,1,0,0
IJC,1,0,0,0,0,0,0,0,0,0,0,0
BSR,1,0,1,0,0,0,0,0,0,0,0,0
NDN,1,1,0,0,0,0,0,0,0,0,0,0
SZC,1,0,0,1,0,0,0,0,0,0,0,0
IMP,1,0,0,0,0,0,0,0,0,0,0,0
KBC,1,0,0,1,0,0,0,0,0,0,0,0
VRG,1,0,1,0,0,0,0,0,0,0,0,0
SBT,1,0,0,1,0,0,1,0,0,0,0,0
DHM,1,0,0,0,0,0,0,0,0,0,0,0
FRT,1,0,0,0,0,0,0,0,0,0,0,0
AGG,1,1,0,0,0,0,0,0,0,0,0,0
FIT,1,0,0,0,0,0,0,0,0,0,0,0
LAS,1,0,1,0,0,0,0,0,0,0,0,0
HTN,1,0,0,1,0,0,0,0,0,0,0,0
HPX,1,0,0,0,0,0,0,0,0,0,0,0
DPG,1,0,0,0,0,0,0,0,0,0,0,0
BCC,0,0,0,0,0,0,0,0,0,0,0,0
C32,0,0,0,0,0,0,0,0,0,0,0,0
GKM,0,0,0,0,0,0,0,0,0,0,0,0
VGS,0,0,0,0,0,0,0,0,0,0,0,0
HAP,0,0,0,0,0,0,0,0,0,0,0,0
TDM,0,0,0,0,0,0,0,0,0,0,0,0
VGT,0,0,0,0,0,0,0,0,0,0,0,0
APG,0,0,0,0,0,0,0,0,0,0,0,0
NAF,0,0,0,0,0,0,0,0,0,0,0,0
SMC,0,0,0,0,0,0,0,0,0,0,0,0
NTP,0,0,0,0,0,0,0,0,0,0,0,0
MSR,0,0,0,0,0,0,0,0,0,0,0,0
HVN,0,0,0,0,0,0,0,0,0,0,0,0
TSC,0,0,0,0,0,0,0,0,0,0,0,0
AGM,0,0,0,0,0,0,0,0,0,0,0,0
VPI,0,0,0,0,0,0,0,0,0,0,0,0
HAD,0,0,0,0,0,0,0,0,0,0,0,0
QTP,0,0,0,0,0,0,0,0,0,0,0,0
MFS,0,0,0,0,0,0,0,0,0,0,0,0
TDN,0,0,0,0,0,0,0,0,0,0,0,0
EIB,0,0,0,0,0,0,0,0,0,0,0,0
OGC,0,0,0,0,0,0,0,0,0,0,0,0
CIA,0,0,0,0,0,0,0,0,0,0,0,0
SMB,0,0,0,0,0,0,0,0,0,0,0,0
ADS,0,0,0,0,0,0,0,0,0,0,0,0
TGG,0,0,0,0,0,0,0,0,0,0,0,0
HAR,0,0,0,0,0,0,0,0,0,0,0,0
BCG,0,0,0,0,0,0,0,0,0,0,0,0
VPH,0,0,0,0,0,0,0,0,0,0,0,0
DAH,0,0,0,0,0,0,0,0,0,0,0,0
HVH,0,0,0,0,0,0,0,0,0,0,0,0
DBD,0,0,0,0,0,0,0,0,0,0,0,0
BAX,0,0,0,0,0,0,0,0,0,0,0,0
OIL,0,0,0,0,0,0,0,0,0,0,0,0
GDT,0,0,0,0,0,0,0,0,0,0,0,0
SAV,0,0,0,0,0,0,0,0,0,0,0,0
NHA,0,0,0,0,0,0,0,0,0,0,0,0
SZL,0,0,0,0,0,0,0,0,0,0,0,0
KLB,0,0,0,0,0,0,0,0,0,0,0,0
ANV,0,0,0,0,0,0,0,0,0,0,0,0
CMX,0,0,0,0,0,0,0,0,0,0,0,0
C4G,0,0,0,0,0,0,0,0,0,0,0,0
SGP,0,0,0,0,0,0,0,0,0,0,0,0
C69,0,0,0,0,0,0,0,0,0,0,0,0
MLS,0,0,0,0,0,0,0,0,0,0,0,0
PVL,0,0,0,0,0,0,0,0,0,0,0,0
ITQ,0,0,0,0,0,0,0,0,0,0,0,0
ABC,0,0,0,0,0,0,0,0,0,0,0,0
BSI,0,0,0,0,0,0,0,0,0,0,0,0
EVG,0,0,0,0,0,0,0,0,0,0,0,0
KLF,0,0,0,0,0,0,0,0,0,0,0,0
PXT,0,0,0,0,0,0,0,0,0,0,0,0
BIC,0,0,0,0,0,0,0,0,0,0,0,0
TAR,0,0,0,0,0,0,0,0,0,0,0,0
SFG,0,0,0,0,0,0,0,0,0,0,0,0
DSN,0,0,0,0,0,0,0,0,0,0,0,0
TLG,0,0,0,0,0,0,0,0,0,0,0,0
VRC,0,0,0,0,0,0,0,0,0,0,0,0
DRH,0,0,0,0,0,0,0,0,0,0,0,0
ILB,0,0,0,0,0,0,0,0,0,0,0,0
ITD,0,0,0,0,0,0,0,0,0,0,0,0
TAC,0,0,0,0,0,0,0,0,0,0,0,0
SGR,0,0,0,0,0,0,0,0,0,0,0,0
TLD,0,0,0,0,0,0,0,0,0,0,0,0
TTB,0,0,0,0,0,0,0,0,0,0,0,0
DRI,0,0,0,0,0,0,0,0,0,0,0,0
SKG,0,0,0,0,0,0,0,0,0,0,0,0
DDG,0,0,0,0,0,0,0,0,0,0,0,0
NRC,0,0,0,0,0,0,0,0,0,0,0,0
PXS,0,0,0,0,0,0,0,0,0,0,0,0
KMR,0,0,0,0,0,0,0,0,0,0,0,0
YEG,0,0,0,0,0,0,0,0,0,0,0,0
POM,0,0,0,0,0,0,0,0,0,0,0,0
PAS,0,0,0,0,0,0,0,0,0,0,0,0
PLC,0,0,0,0,0,0,0,0,0,0,0,0
SD9,0,0,0,0,0,0,0,0,0,0,0,0
SJS,0,0,0,0,0,0,0,0,0,0,0,0
SJD,0,0,0,0,0,0,0,0,0,0,0,0
L14,0,0,0,0,0,0,0,0,0,0,0,0
TYA,0,0,0,0,0,0,0,0,0,0,0,0
ABS,0,0,0,0,0,0,0,0,0,0,0,0
SJF,0,0,0,0,0,0,0,0,0,0,0,0
VTD,0,0,0,0,0,0,0,0,0,0,0,0
DHT,0,0,0,0,0,0,0,0,0,0,0,0
C47,0,0,0,0,0,0,0,0,0,0,0,0
PTB,0,0,0,0,0,0,0,0,0,0,0,0
EVE,0,0,0,0,0,0,0,0,0,0,0,0
DHA,0,0,0,0,0,0,0,0,0,0,0,0
PAC,0,0,0,0,0,0,0,0,0,0,0,0
NHH,0,0,0,0,0,0,0,0,0,0,0,0
PGS,0,0,0,0,0,0,0,0,0,0,0,0
IDJ,0,0,0,0,0,0,0,0,0,0,0,0
BVS,0,0,0,0,0,0,0,0,0,0,0,0
HT1,0,0,0,0,0,0,0,0,0,0,0,0
HUT,0,0,0,0,0,0,0,0,0,0,0,0
TVN,0,0,0,0,0,0,0,0,0,0,0,0
DPR,0,0,0,0,0,0,0,0,0,0,0,0
SRA,0,0,0,0,0,0,0,0,0,0,0,0
VLC,0,0,0,0,0,0,0,0,0,0,0,0
CNG,0,0,0,0,0,0,0,0,0,0,0,0
CTI,0,0,0,0,0,0,0,0,0,0,0,0
DQC,0,0,0,0,0,0,0,0,0,0,0,0
SRC,0,0,0,0,0,0,0,0,0,0,0,0
HII,0,0,0,0,0,0,0,0,0,0,0,0
VTP,0,0,0,0,0,0,0,0,0,0,0,0
TCL,0,0,0,0,0,0,0,0,0,0,0,0
PVI,0,0,0,0,0,0,0,0,0,0,0,0
EVF,0,0,0,0,0,0,0,0,0,0,0,0
PLP,0,0,0,0,0,0,0,0,0,0,0,0
NSC,0,0,0,0,0,0,0,0,0,0,0,0
LIX,0,0,0,0,0,0,0,0,0,0,0,0
TNI,0,0,0,0,0,0,0,0,0,0,0,0
VTR,0,0,0,0,0,0,0,0,0,0,0,0
SPI,0,0,0,0,0,0,0,0,0,0,0,0
FIR,0,0,0,0,0,0,0,0,0,0,0,0
VHE,0,0,0,0,0,0,0,0,0,0,0,0
NT2,0,0,0,0,0,0,0,0,0,0,0,0
BMC,0,0,0,0,0,0,0,0,0,0,0,0
TVB,0,0,0,0,0,0,0,0,0,0,0,0
AAS,0,0,0,0,0,0,0,0,0,0,0,0
ACL,0,0,0,0,0,0,0,0,0,0,0,0
SFI,0,0,0,0,0,0,0,0,0,0,0,0
TCT,0,0,0,0,0,0,0,0,0,0,0,0
PC1,0,0,0,0,0,0,0,0,0,0,0,0
GAB,0,0,0,0,0,0,0,0,0,0,0,0
IBC,0,0,0,0,0,0,0,0,0,0,0,0
ROS,0,0,0,0,0,0,0,0,0,0,0,0
SDT,0,0,0,0,0,0,0,0,0,0,0,0
SD5,0,0,0,0,0,0,0,0,0,0,0,0
CCL,0,0,0,0,0,0,0,0,0,0,0,0
CMG,0,0,0,0,0,0,0,0,0,0,0,0
MBG,0,0,0,0,0,0,0,0,0,0,0,0
HID,0,0,0,0,0,0,0,0,0,0,0,0
DRC,0,0,0,0,0,0,0,0,0,0,0,0
TTH,0,0,0,0,0,0,0,0,0,0,0,0
HDA,0,0,0,0,0,0,0,0,0,0,0,0
CTP,0,0,0,0,0,0,0,0,0,0,0,0
DS3,0,0,0,0,0,0,0,0,0,0,0,0
MBS,0,0,0,0,0,0,0,0,0,0,0,0
NTL,0,0,0,0,0,0,0,0,0,0,0,0
PAN,0,0,0,0,0,0,0,0,0,0,0,0
BFC,0,0,0,0,0,0,0,0,0,0,0,0
LHG,0,0,0,0,0,0,0,0,0,0,0,0
PXL,0,0,0,0,0,0,0,0,0,0,0,0
PVP,0,0,0,0,0,0,0,0,0,0,0,0
SD6,0,0,0,0,0,0,0,0,0,0,0,0
CMS,0,0,0,0,0,0,0,0,0,0,0,0
VNP,0,0,0,0,0,0,0,0,0,0,0,0
ACM,0,0,0,0,0,0,0,0,0,0,0,0
ABI,0,0,0,0,0,0,0,0,0,0,0,0
CTF,0,0,0,0,0,0,0,0,0,0,0,0
VOC,0,0,0,0,0,0,0,0,0,0,0,0
VNG,0,0,0,0,0,0,0,0,0,0,0,0
TVC,0,0,0,0,0,0,0,0,0,0,0,0
CVN,0,0,0,0,0,0,0,0,0,0,0,0
CTS,0,0,0,0,0,0,0,0,0,0,0,0
AMD,0,0,0,0,0,0,0,0,0,0,0,0
VNE,0,0,0,0,0,0,0,0,0,0,0,0
TXM,0,0,0,0,0,0,0,0,0,0,0,0
PVB,0,0,0,0,0,0,0,0,0,0,0,0
ELC,0,0,0,0,0,0,0,0,0,0,0,0
SEA,0,0,0,0,0,0,0,0,0,0,0,0
HSL,0,0,0,0,0,0,0,0,0,0,0,0
TBC,0,0,0,0,0,0,0,0,0,0,0,0
TLH,0,0,0,0,0,0,0,0,0,0,0,0
VCR,0,0,0,0,0,0,0,0,0,0,0,0
VC3,0,0,0,0,0,0,0,0,0,0,0,0
MML,0,0,0,0,0,0,0,0,0,0,0,0
TTN,0,0,0,0,0,0,0,0,0,0,0,0
AAV,0,0,0,0,0,0,0,0,0,0,0,0
TNA,0,0,0,0,0,0,0,0,0,0,0,0
SDD,0,0,0,0,0,0,0,0,0,0,0,0
LGL,0,0,0,0,0,0,0,0,0,0,0,0
PVC,0,0,0,0,0,0,0,0,0,0,0,0
LIG,0,0,0,0,0,0,0,0,0,0,0,0
BII,0,0,0,0,0,0,0,0,0,0,0,0
SKH,0,0,0,0,0,0,0,0,0,0,0,0
TN1,0,0,0,0,0,0,0,0,0,0,0,0
TTZ,0,0,0,0,0,0,0,0,0,0,0,0
SHA,0,0,0,0,0,0,0,0,0,0,0,0
TCW,0,0,0,0,0,0,0,0,0,0,0,0
HQC,0,0,0,0,0,0,0,0,0,0,0,0
PWA,0,0,0,0,0,0,0,0,0,0,0,0
PVV,0,0,0,0,0,0,0,0,0,0,0,0
TNT,0,0,0,0,0,0,0,0,0,0,0,0
VNA,0,0,0,0,0,0,0,0,0,0,0,0
VOS,0,0,0,0,0,0,0,0,0,0,0,0
CLG,0,0,0,0,0,0,0,0,0,0,0,0
DST,0,0,0,0,0,0,0,0,0,0,0,0
SSN,0,0,0,0,0,0,0,0,0,0,0,0
TV2,0,0,0,0,0,0,0,0,0,0,0,0
TVS,0,0,0,0,0,0,0,0,0,0,0,0
AMV,0,0,0,0,0,0,0,0,0,0,0,0
HHS,0,0,0,0,0,0,0,0,0,0,0,0
VCP,0,0,0,0,0,0,0,0,0,0,0,0
LCG,0,0,0,0,0,0,0,0,0,0,0,0
ART,0,0,0,0,0,0,0,0,0,0,0,0
BOT,0,0,0,0,0,0,0,0,0,0,0,0
ASP,0,0,0,0,0,0,0,0,0,0,0,0
CKG,0,0,0,0,0,0,0,0,0,0,0,0
DNM,0,0,0,0,0,0,0,0,0,0,0,0
AST,0,0,0,0,0,0,0,0,0,0,0,0
FMC,0,0,0,0,0,0,0,0,0,0,0,0
HAX,0,0,0,0,0,0,0,0,0,0,0,0
CSV,0,0,0,0,0,0,0,0,0,0,0,0
SWC,0,0,0,0,0,0,0,0,0,0,0,0
MPC,0,0,0,0,0,0,0,0,0,0,0,0
MPT,0,0,0,0,0,0,0,0,0,0,0,0
THG,0,0,0,0,0,0,0,0,0,0,0,0
BCM,0,0,0,0,0,0,0,0,0,0,0,0
BTD,0,0,0,0,0,0,0,0,0,0,0,0
PHC,0,0,0,0,0,0,0,0,0,0,0,0
PGN,0,0,0,0,0,0,0,0,0,0,0,0
SCS,0,0,0,0,0,0,0,0,0,0,0,0
AGR,0,0,0,0,0,0,0,0,0,0,0,0
HCD,0,0,0,0,0,0,0,0,0,0,0,0
PSH,0,0,0,0,0,0,0,0,0,0,0,0
BMP,0,0,0,0,0,0,0,0,0,0,0,0
KSH,0,0,0,0,0,0,0,0,0,0,0,0
HLD,0,0,0,0,0,0,0,0,0,0,0,0
PSD,0,0,0,0,0,0,0,0,0,0,0,0
ORS,0,0,0,0,0,0,0,0,0,0,0,0
CHP,0,0,0,0,0,0,0,0,0,0,0,0
S99,0,0,0,0,0,0,0,0,0,0,0,0
FTM,0,0,0,0,0,0,0,0,0,0,0,0
SLS,0,0,0,0,0,0,0,0,0,0,0,0
APC,0,0,0,0,0,0,0,0,0,0,0,0
CSM,0,0,0,0,0,0,0,0,0,0,0,0
LTG,0,0,0,0,0,0,0,0,0,0,0,0
DVP,0,0,0,0,0,0,0,0,0,0,0,0
AFX,0,0,0,0,0,0,0,0,0,0,0,0
MST,0,0,0,0,0,0,0,0,0,0,0,0
ADG,0,0,0,0,0,0,0,0,0,0,0,0
SNZ,0,0,0,0,0,0,0,0,0,0,0,0
VSC,0,0,0,0,0,0,0,0,0,0,0,0
TDH,0,0,0,0,0,0,0,0,0,0,0,0
DTA,0,0,0,0,0,0,0,0,0,0,0,0
VEA,0,0,0,0,0,0,0,0,0,0,0,0
QCG,0,0,0,0,0,0,0,0,0,0,0,0
KHP,0,0,0,0,0,0,0,0,0,0,0,0
MHC,0,0,0,0,0,0,0,0,0,0,0,0
SBS,0,0,0,0,0,0,0,0,0,0,0,0
PPC,0,0,0,0,0,0,0,0,0,0,0,0
KDF,0,0,0,0,0,0,0,0,0,0,0,0
NBB,0,0,0,0,0,0,0,0,0,0,0,0
PFL,0,0,0,0,0,0,0,0,0,0,0,0
NNC,0,0,0,0,0,0,0,0,0,0,0,0
DAG,0,0,0,0,0,0,0,0,0,0,0,0
DXP,0,0,0,0,0,0,0,0,0,0,0,0
TIP,0,0,0,0,0,0,0,0,0,0,0,0
QBS,0,0,0,0,0,0,0,0,0,0,0,0
STK,0,0,0,0,0,0,0,0,0,0,0,0
DVN,0,0,0,0,0,0,0,0,0,0,0,0
FOX,0,0,0,0,0,0,0,0,0,0,0,0
HND,0,0,0,0,0,0,0,0,0,0,0,0
ASG,0,0,0,0,0,0,0,0,0,0,0,0
JVC,0,0,0,0,0,0,0,0,0,0,0,0
VIP,0,0,0,0,0,0,0,0,0,0,0,0
DLG,0,0,0,0,0,0,0,0,0,0,0,0
TDT,0,0,0,0,0,0,0,0,0,0,0,0
DMC,0,0,0,0,0,0,0,0,0,0,0,0
SAM,0,0,0,0,0,0,0,0,0,0,0,0
SBV,0,0,0,0,0,0,0,0,0,0,0,0
TDG,0,0,0,0,0,0,0,0,0,0,0,0
SBA,0,0,0,0,0,0,0,0,0,0,0,0
NCT,0,0,0,0,0,0,0,0,0,0,0,0
IDV,0,0,0,0,0,0,0,0,0,0,0,0
DCL,0,0,0,0,0,0,0,0,0,0,0,0
VIG,0,0,0,0,0,0,0,0,0,0,0,0
VSH,0,0,0,0,0,0,0,0,0,0,0,0
MSH,0,0,0,0,0,0,0,0,0,0,0,0
QNS,0,0,0,0,0,0,0,0,0,0,0,0
STH,0,0,0,0,0,0,0,0,0,0,0,0
HAI,0,0,0,0,0,0,0,0,0,0,0,0
CRC,0,0,0,0,0,0,0,0,0,0,0,0
DTD,0,0,0,0,0,0,0,0,0,0,0,0
LSS,0,0,0,0,0,0,0,0,0,0,0,0
