Stock,Gap,B,S
MBB,1879,4601,2722
TCB,1538,5109,3571
HBC,1366,3386,2020
AAA,940,2324,1384
FRT,685,1939,1254
VRE,604,2827,2223
CTD,526,1015,489
FIT,428,772,344
TPB,386,1028,642
HAH,318,824,506
BWE,290,752,462
SAB,286,673,387
PNJ,273,1048,775
AGG,258,543,285
HNG,254,907,653
REE,242,617,375
NVL,208,724,516
TCL,201,305,104
NVB,197,233,36
FCN,187,665,478
SHB,185,351,166
NLG,180,476,296
TDC,172,389,217
NT2,166,362,196
PPC,163,326,163
MWG,162,1300,1138
AAS,154,293,139
KBC,152,542,390
DHM,150,230,80
KDH,146,719,573
DIG,136,773,637
NHH,136,172,36
APH,133,325,192
TIG,129,191,62
VIX,127,346,219
PLP,125,342,217
TLD,103,297,194
MST,102,129,27
CRE,98,206,108
GEG,96,438,342
TSC,96,185,89
IJC,92,515,423
CTF,92,101,9
DAG,83,341,258
CVN,79,156,77
IDC,75,199,124
ABS,74,218,144
BSR,73,317,244
CTR,72,306,234
NDN,70,233,163
EVG,70,186,116
DLG,62,137,75
VPI,60,113,53
C4G,57,99,42
DGW,56,393,337
PTB,56,319,263
LHG,53,322,269
HLD,53,110,57
NTC,52,81,29
ACB,51,530,479
TNG,50,194,144
APC,50,181,131
MML,48,111,63
PVC,43,60,17
DHC,42,305,263
PWA,40,93,53
BCM,37,126,89
DRI,36,92,56
DHA,36,82,46
HAP,35,162,127
VGC,35,147,112
PXL,34,67,33
EVE,30,32,2
VCP,29,79,50
AMV,29,59,30
VC3,28,38,10
VNP,26,88,62
HDA,25,36,11
ASP,24,37,13
VNE,23,53,30
KOS,23,28,5
ADS,23,24,1
G36,22,83,61
DNM,22,32,10
ACL,21,126,105
THG,21,31,10
GKM,21,25,4
SSN,21,23,2
HAX,20,397,377
BSI,20,46,26
DQC,20,37,17
CTI,19,151,132
TAR,19,95,76
PSH,19,30,11
SJS,18,124,106
QNS,18,89,71
IDJ,18,47,29
BII,18,29,11
KDC,17,204,187
STH,17,49,32
ACM,17,18,1
SWC,16,23,7
HID,15,29,14
DVP,14,46,32
MBS,14,39,25
VLC,14,36,22
SD5,14,25,11
DAH,11,190,179
ASG,11,46,35
SMB,11,18,7
HUT,10,75,65
VCR,10,55,45
HVH,10,47,37
LAS,10,40,30
AGM,10,33,23
AAV,9,60,51
VNG,8,56,48
DPR,8,49,41
ABI,8,22,14
KLB,8,16,8
SBV,7,28,21
SD9,7,9,2
TVC,6,78,72
L14,6,21,15
GDT,6,17,11
TCW,6,12,6
QCG,5,76,71
VIG,5,12,7
PVP,5,11,6
PAC,5,10,5
QTP,5,9,4
TVS,5,6,1
PGS,4,16,12
TDT,4,15,11
CIA,4,14,10
HAD,4,11,7
VEA,3,82,79
YEG,3,25,22
CHP,3,15,12
NBB,3,13,10
TDN,3,5,2
FOX,3,4,1
TTZ,3,3,0
TVB,2,164,162
PLC,2,159,157
CRC,2,83,81
ADG,2,53,51
ITD,2,44,42
DVN,2,43,41
EVF,2,20,18
PFL,2,10,8
CTP,2,7,5
ORS,2,6,4
SFG,2,6,4
VHE,2,5,3
CMS,2,4,2
SDD,2,2,0
DTD,1,56,55
SPI,1,6,5
TTH,1,5,4
SKH,1,3,2
BOT,1,3,2
TXM,1,1,0
PHC,0,78,78
FIR,0,57,57
CLG,0,7,7
SDT,0,5,5
DS3,0,5,5
S99,0,3,3
ITQ,0,0,0
VGI,-1,187,188
DBD,-1,58,59
KMR,-1,28,29
HSL,-1,16,17
KHP,-1,10,11
PSD,-1,10,11
DTA,-1,6,7
DXG,-2,1615,1617
TDM,-2,357,359
FTM,-2,18,20
SEA,-2,8,10
SHA,-2,6,8
TN1,-2,3,5
DSN,-3,32,35
IBC,-3,26,29
VGS,-3,25,28
HND,-3,12,15
MFS,-3,10,13
SD6,-3,8,11
MPT,-3,7,10
DHT,-3,2,5
ART,-4,42,46
HPX,-4,31,35
MPC,-4,27,31
PVI,-4,15,19
VNA,-4,14,18
SBS,-4,8,12
LIG,-5,18,23
CSM,-5,11,16
IDV,-5,4,9
PET,-6,510,516
PAS,-6,106,112
KDF,-6,66,72
SHI,-6,29,35
SGP,-6,27,33
HHP,-6,15,21
PVL,-6,1,7
DXP,-7,85,92
NTP,-7,48,55
C69,-7,29,36
SNZ,-7,10,17
PXT,-7,8,15
KSH,-7,7,14
TBC,-7,2,9
PHR,-8,580,588
HCD,-8,25,33
PGN,-8,24,32
DCL,-8,21,29
SFI,-8,18,26
NHA,-9,11,20
PVV,-9,5,14
VOC,-10,96,106
MLS,-10,5,15
BAX,-10,0,10
LTG,-11,110,121
NCT,-11,28,39
VSH,-11,12,23
VTD,-11,12,23
JVC,-12,77,89
HII,-12,68,80
TVN,-12,38,50
SAM,-12,19,31
TTN,-12,4,16
QBS,-13,5,18
VTR,-13,5,18
BMC,-13,2,15
TCM,-14,203,217
TNT,-14,7,21
TGG,-15,52,67
NNC,-15,33,48
SBA,-15,11,26
BTD,-15,8,23
TYA,-15,7,22
AST,-16,186,202
HAR,-16,139,155
LIX,-16,42,58
ELC,-16,30,46
PVB,-16,27,43
SRA,-16,22,38
CNG,-16,7,23
SGR,-17,35,52
MCH,-17,26,43
HDG,-18,730,748
HTN,-20,148,168
C47,-20,57,77
VRG,-20,11,31
AFX,-21,61,82
MHC,-22,20,42
SAV,-22,15,37
VPH,-23,12,35
SLS,-23,3,26
TAC,-24,55,79
NRC,-24,53,77
ABC,-24,12,36
SKG,-25,82,107
VGT,-25,22,47
TDG,-26,54,80
VSC,-27,95,122
DST,-27,52,79
SIP,-27,27,54
LGL,-27,0,27
VIP,-28,68,96
SCS,-30,46,76
BCC,-30,18,48
SRC,-30,12,42
IMP,-31,83,114
TIP,-31,61,92
DDG,-31,45,76
TLG,-31,37,68
TCT,-31,24,55
GAS,-33,1278,1311
SZL,-33,64,97
NSC,-33,14,47
VIB,-34,117,151
GAB,-34,9,43
POM,-34,0,34
AGR,-35,841,876
VND,-35,806,841
VCG,-35,49,84
KLF,-36,23,59
VOS,-37,0,37
VCS,-38,103,141
CSV,-39,86,125
CKG,-40,109,149
VTP,-40,56,96
PXS,-42,65,107
CEO,-42,53,95
CMG,-47,70,117
CCL,-49,52,101
SHS,-52,279,331
OIL,-55,16,71
ACV,-56,60,116
SCR,-57,685,742
TLH,-57,61,118
BFC,-59,100,159
VRC,-59,24,83
VPB,-63,1427,1490
AMD,-63,97,160
MBG,-66,30,96
EIB,-67,60,127
TNI,-68,83,151
HDC,-70,213,283
ILB,-70,44,114
MSR,-72,126,198
NAF,-75,98,173
PAN,-76,45,121
BMI,-77,190,267
HAI,-78,99,177
PC1,-85,153,238
STK,-86,61,147
PVS,-88,326,414
SJD,-88,86,174
DMC,-88,46,134
BIC,-88,22,110
FTS,-89,61,150
SJF,-92,56,148
TV2,-93,68,161
MSH,-94,45,139
VPG,-95,63,158
TNA,-102,82,184
SMC,-103,41,144
BVS,-106,18,124
CTS,-112,75,187
LCG,-113,333,446
NTL,-115,180,295
C32,-117,31,148
GIL,-119,155,274
APG,-122,70,192
LSS,-122,49,171
CMX,-128,283,411
SSI,-130,1202,1332
CVT,-144,0,144
VHM,-148,2150,2298
TDH,-160,316,476
GMD,-162,727,889
BMP,-162,132,294
TTB,-170,238,408
POW,-186,1242,1428
SBT,-188,369,557
DGC,-189,156,345
PDR,-190,419,609
OGC,-190,90,280
FMC,-192,230,422
HQC,-199,130,329
FLC,-233,583,816
VCI,-258,325,583
KSB,-267,466,733
D2D,-284,363,647
HHS,-288,231,519
TCH,-291,3148,3439
CII,-295,484,779
BCG,-299,120,419
DRC,-305,236,541
ROS,-312,350,662
PLX,-315,223,538
ITA,-327,754,1081
ANV,-332,232,564
DPG,-336,245,581
HT1,-365,298,663
STB,-369,2654,3023
TTF,-371,610,981
DRH,-381,254,635
HVN,-382,395,777
IDI,-393,368,761
DBC,-407,340,747
SZC,-421,433,854
VHC,-445,398,843
GVR,-513,555,1068
DPM,-526,283,809
NKG,-530,618,1148
VJC,-581,271,852
FPT,-591,1085,1676
BVH,-604,454,1058
VIC,-605,993,1598
HDB,-614,1893,2507
HCM,-617,442,1059
PVD,-628,1135,1763
LDG,-652,983,1635
HAG,-660,802,1462
ASM,-723,463,1186
PVT,-739,478,1217
BID,-762,849,1611
MSN,-890,555,1445
GTN,-908,380,1288
DCM,-1069,680,1749
CTG,-1088,1804,2892
VCB,-1110,725,1835
GEX,-1439,907,2346
HSG,-1558,1083,2641
VNM,-1657,1641,3298
HPG,-3538,3334,6872
