Stock,Gap,B,S
TCH,4981,7370,2389
POW,2778,5589,2811
TCB,2316,6409,4093
VHM,1439,2978,1539
MBB,1414,3950,2536
SHB,1172,1394,222
VJC,624,928,304
NVL,456,795,339
TNG,443,890,447
SSI,408,1823,1415
ITA,374,1634,1260
SBT,358,987,629
SAB,354,684,330
APH,352,671,319
GEX,343,1559,1216
VCB,340,943,603
PVS,294,557,263
DVN,272,402,130
CTR,242,572,330
DGC,239,1222,983
DXG,238,1584,1346
DAG,233,421,188
HAH,226,759,533
AAA,204,1306,1102
DCM,195,1079,884
HPX,193,277,84
NVB,179,198,19
AGG,175,445,270
TLG,173,343,170
ABS,168,257,89
KDC,165,322,157
SHS,156,491,335
HQC,150,611,461
HHP,142,201,59
KDH,141,882,741
HDC,141,649,508
GAS,135,987,852
PLX,133,611,478
SZC,130,860,730
C4G,129,195,66
PPC,116,326,210
VGI,115,458,343
PDR,113,546,433
HCM,112,1230,1118
DIG,104,830,726
FIT,102,412,310
VCI,98,806,708
NHH,97,115,18
AAS,96,137,41
DXP,94,190,96
BMI,93,316,223
VRE,89,1988,1899
HUT,88,166,78
TV2,86,282,196
AST,86,239,153
NTC,85,119,34
SMB,84,117,33
IDC,82,273,191
EIB,78,112,34
AAV,77,147,70
TVC,73,143,70
IMP,71,194,123
TSC,68,177,109
DHM,68,135,67
TIG,68,90,22
NDN,66,168,102
PLC,63,193,130
NT2,62,290,228
VIX,61,280,219
VSC,61,223,162
MSN,60,903,843
HND,58,94,36
VCP,57,88,31
TVB,53,163,110
DDG,53,116,63
CSV,52,642,590
VEA,48,238,190
NCT,46,79,33
TYA,45,60,15
JVC,44,203,159
CVN,43,110,67
DRI,43,82,39
LCG,42,646,604
ROS,42,576,534
VCR,41,93,52
BVH,40,593,553
PAS,40,166,126
CSM,40,52,12
ASP,39,50,11
STB,38,2911,2873
GIL,38,269,231
LTG,38,147,109
EVG,37,131,94
SJS,37,78,41
QBS,36,65,29
HII,35,168,133
VC3,35,41,6
EVE,33,73,40
CTF,32,39,7
HVH,31,84,53
CNG,31,43,12
SIP,30,115,85
VNA,30,72,42
KBC,28,557,529
DBD,28,51,23
C69,27,42,15
ILB,26,207,181
VIC,25,625,600
VCS,25,170,145
TDG,25,106,81
BCC,25,46,21
HDA,25,45,20
MBS,24,79,55
VNG,24,56,32
DPR,24,34,10
CVT,24,24,0
TAR,23,118,95
BSI,23,93,70
VTP,23,67,44
DPM,22,620,598
TCM,22,395,373
VNE,22,34,12
KSH,22,30,8
PXT,22,26,4
VGC,20,164,144
VGT,20,88,68
SEA,20,42,22
TCW,20,36,16
TNT,20,25,5
G36,19,108,89
PSH,19,33,14
VPI,18,81,63
MFS,18,54,36
KDF,18,50,32
AGM,18,24,6
MST,17,46,29
IBC,17,21,4
PVC,16,36,20
SHI,16,28,12
PHC,15,57,42
PXL,15,41,26
SLS,15,23,8
GKM,15,18,3
NSC,14,73,59
OIL,14,44,30
CHP,14,21,7
MPC,13,64,51
VGS,13,29,16
DAH,12,112,100
SRA,11,45,34
KLB,11,13,2
VHC,10,611,601
KMR,10,48,38
DHT,10,19,9
TVS,10,14,4
SJF,9,71,62
KLF,9,55,46
VIG,9,19,10
TDN,9,16,7
TN1,9,10,1
DLG,8,212,204
GDT,8,35,27
VNP,8,25,17
FOX,8,22,14
THG,8,17,9
SD9,8,8,0
SCS,7,100,93
SRC,7,61,54
MML,7,24,17
ORS,7,18,11
ABI,7,16,9
CTP,7,13,6
BTD,7,13,6
BAX,7,11,4
SD5,6,34,28
IDJ,6,34,28
SAV,6,33,27
NHA,6,32,26
TVN,6,26,20
ABC,6,19,13
SDT,6,17,11
MSH,5,202,197
VLC,5,25,20
SD6,5,19,14
SZL,4,46,42
MPT,4,13,9
ACM,4,10,6
PVV,4,5,1
QTP,4,4,0
STH,2,30,28
SNZ,2,19,17
TTN,2,17,15
CIA,2,7,5
VHE,2,6,4
DTA,2,6,4
SPI,2,5,3
CMS,2,4,2
TNI,1,64,63
HSL,1,51,50
DTD,1,45,44
STK,1,44,43
MLS,1,32,31
PFL,1,18,17
VTD,1,16,15
ITQ,1,3,2
SDD,1,1,0
BOT,1,1,0
ELC,0,154,154
PVI,0,13,13
SSN,0,12,12
TDT,0,10,10
PAC,0,10,10
PVL,0,2,2
DS3,0,0,0
VOC,-1,172,173
TAC,-1,155,156
ART,-1,56,57
LAS,-1,27,28
KHP,-1,22,23
GAB,-1,17,18
TXM,-1,0,1
ACV,-2,104,106
AMV,-2,51,53
DCL,-2,39,41
SWC,-2,15,17
PSD,-2,15,17
TTH,-2,2,4
SHA,-3,24,27
BII,-3,24,27
HCD,-3,24,27
ITD,-3,19,22
IDV,-3,17,20
ASG,-3,14,17
TBC,-3,9,12
VRG,-3,9,12
HAD,-3,4,7
SGP,-4,35,39
L14,-4,18,22
NTP,-4,15,19
TGG,-5,35,40
PVP,-5,6,11
S99,-5,5,10
SBV,-6,35,41
ADS,-6,5,11
TTZ,-6,3,9
CTI,-7,152,159
DQC,-7,32,39
FTM,-7,20,27
PGS,-7,11,18
VTR,-7,11,18
SAM,-7,10,17
LIG,-8,13,21
NBB,-8,7,15
MHC,-9,26,35
SFI,-9,8,17
SFG,-9,8,17
PWA,-10,53,63
NRC,-10,46,56
ADG,-10,32,42
SBA,-10,4,14
DSN,-11,31,42
PGN,-11,7,18
PTB,-12,181,193
EVF,-12,51,63
MCH,-12,17,29
SGR,-12,6,18
VIB,-13,557,570
HAP,-13,180,193
TCT,-13,32,45
QNS,-13,31,44
DHA,-13,16,29
KOS,-14,82,96
HID,-14,13,27
SKH,-14,0,14
DRC,-15,407,422
CRE,-15,147,162
LDG,-16,938,954
DMC,-16,51,67
VIP,-17,54,71
TIP,-19,70,89
PAN,-20,32,52
HLD,-20,22,42
SBS,-20,17,37
VSH,-20,8,28
PXS,-21,34,55
VRC,-21,32,53
PVB,-21,21,42
DNM,-21,0,21
FIR,-22,32,54
TLH,-23,125,148
LGL,-23,32,55
VCG,-24,31,55
BMC,-24,7,31
HAR,-25,115,140
SKG,-25,108,133
AGR,-29,467,496
TTB,-29,78,107
VPH,-29,4,33
CLG,-32,20,52
HAI,-33,163,196
DST,-33,23,56
DVP,-34,81,115
CKG,-37,155,192
FTS,-38,153,191
BIC,-38,49,87
TDC,-39,141,180
QCG,-41,70,111
AFX,-41,40,81
CRC,-44,25,69
BVS,-45,97,142
IJC,-46,222,268
MSR,-46,125,171
C47,-46,15,61
CEO,-47,55,102
ANV,-48,180,228
PC1,-50,82,132
APC,-50,59,109
NNC,-52,27,79
ACL,-53,31,84
VND,-56,903,959
SMC,-57,46,103
C32,-58,56,114
TCL,-59,772,831
CMG,-62,61,123
TNA,-65,89,154
BFC,-66,96,162
LHG,-67,288,355
APG,-67,101,168
MBG,-67,35,102
GEG,-72,232,304
SJD,-72,47,119
AMD,-73,110,183
YEG,-76,82,158
LIX,-77,50,127
TDM,-80,163,243
NAF,-80,26,106
LSS,-81,88,169
GVR,-82,760,842
CTS,-86,356,442
IDI,-89,253,342
DHC,-89,127,216
VOS,-91,0,91
SCR,-93,604,697
HAX,-95,152,247
CCL,-95,99,194
REE,-96,185,281
HTN,-102,145,247
FRT,-110,570,680
FCN,-112,427,539
BSR,-112,163,275
BID,-123,962,1085
GMD,-124,1074,1198
BCM,-125,143,268
FLC,-126,805,931
PLP,-135,150,285
PHR,-136,444,580
VPG,-139,77,216
TDH,-144,279,423
CII,-145,260,405
DPG,-148,194,342
BMP,-152,218,370
FMC,-157,170,327
HHS,-175,239,414
DBC,-176,725,901
POM,-176,291,467
ASM,-182,585,767
FPT,-184,1051,1235
PVD,-191,1247,1438
HT1,-201,258,459
DRH,-215,144,359
HNG,-223,343,566
BWE,-231,455,686
KSB,-238,398,636
BCG,-252,189,441
OGC,-258,419,677
TLD,-274,410,684
CMX,-280,227,507
PVT,-296,568,864
CTD,-296,351,647
HBC,-297,2036,2333
NTL,-309,295,604
VPB,-310,1170,1480
CTG,-324,1321,1645
HAG,-349,555,904
HVN,-370,448,818
PET,-372,565,937
HDG,-376,469,845
GTN,-379,472,851
DGW,-388,717,1105
NKG,-392,615,1007
VNM,-399,980,1379
TTF,-443,558,1001
D2D,-530,688,1218
PNJ,-636,682,1318
NLG,-700,562,1262
HDB,-759,1112,1871
MWG,-816,1158,1974
TPB,-891,866,1757
HPG,-1535,3062,4597
HSG,-1649,1833,3482
