Stock,Gap,B,S
DPM,910,1963,1053
SHB,861,1162,301
HPG,806,2522,1716
CTD,695,1141,446
SSI,571,1259,688
DCM,548,1362,814
MBB,469,1107,638
HSG,352,1451,1099
FLC,352,1123,771
HCM,345,817,472
BVH,308,834,526
HDB,281,607,326
CII,253,559,306
NKG,221,856,635
CTI,193,331,138
GTN,186,319,133
HAI,182,287,105
NTL,179,348,169
APG,168,209,41
TDH,164,458,294
AAS,145,232,87
C4G,145,193,48
PAN,142,277,135
DGC,141,251,110
AGR,135,370,235
HAR,132,248,116
LCG,131,339,208
DGW,131,241,110
FIT,127,299,172
ASM,122,389,267
BFC,122,295,173
DXG,117,533,416
VJC,117,236,119
TDC,115,159,44
KDC,109,174,65
VCB,107,232,125
VND,104,382,278
HAX,103,274,171
ITA,98,900,802
BMP,96,159,63
JVC,96,132,36
MBG,93,208,115
QCG,92,278,186
BCG,90,375,285
TSC,88,150,62
LHG,87,137,50
TIG,80,101,21
PVS,75,237,162
SJF,71,309,238
POM,69,69,0
VHM,66,489,423
LAS,66,93,27
AMD,63,176,113
MWG,62,391,329
FMC,61,348,287
VPB,60,452,392
FCN,60,194,134
DQC,57,69,12
LDG,55,378,323
CTR,55,175,120
STB,53,854,801
ART,53,95,42
G36,53,88,35
APH,51,142,91
AST,51,134,83
PET,49,231,182
TCM,49,79,30
LSS,48,109,61
LIG,48,72,24
DRH,44,265,221
HAH,44,132,88
CKG,43,258,215
PPC,42,99,57
VGI,42,89,47
NNC,41,97,56
HHP,40,62,22
NVB,39,48,9
DRC,37,204,167
DAG,37,70,33
AAV,37,62,25
VRC,36,82,46
VIX,35,112,77
EVG,34,47,13
PVT,33,185,152
BVS,33,137,104
CTF,31,31,0
VSC,30,57,27
VNP,30,54,24
NHH,30,35,5
SRA,29,53,24
PAS,29,44,15
ANV,28,123,95
VTR,28,54,26
SHS,27,146,119
TVC,27,60,33
EVE,27,59,32
VCI,26,282,256
BSR,26,208,182
SAM,26,26,0
DHM,25,50,25
HTN,24,85,61
VHC,23,152,129
QNS,21,41,20
DDG,21,39,18
HPX,21,27,6
CRE,20,59,39
BCC,20,34,14
VCP,20,33,13
DCL,18,79,61
DVN,17,107,90
HDC,16,158,142
DTD,16,38,22
AGM,16,23,7
TLH,15,102,87
AMV,15,80,65
LTG,15,57,42
PDR,14,137,123
VCS,14,88,74
TDT,14,44,30
TVN,14,29,15
IDI,13,154,141
VPI,13,44,31
KHP,13,22,9
HHS,12,178,166
HAP,12,52,40
HQC,11,174,163
IDJ,11,66,55
HND,11,53,42
CEO,10,60,50
ACV,10,47,37
NDN,10,44,34
OIL,10,25,15
MPT,10,15,5
GKM,10,10,0
EVF,9,32,23
QBS,9,24,15
GAB,9,15,6
NSC,9,15,6
BWE,8,135,127
NAF,8,16,8
VC3,8,12,4
GVR,7,437,430
BSI,7,41,34
SJD,7,29,22
BII,7,19,12
PGS,7,17,10
KMR,7,11,4
CNG,7,11,4
ASG,7,8,1
CMG,6,39,33
HII,6,38,32
TAR,6,35,29
ADG,6,20,14
PNJ,5,202,197
IDC,5,78,73
VIP,5,22,17
VLC,5,19,14
SJS,5,18,13
IBC,5,5,0
TXM,5,5,0
VEA,4,20,16
SGR,4,16,12
HCD,4,12,8
DHT,4,11,7
SHI,4,10,6
HID,4,9,5
MLS,4,6,2
SAB,3,115,112
FTM,3,16,13
BMC,3,13,10
PSH,3,9,6
SZL,3,9,6
STH,3,8,5
FOX,3,8,5
SFI,3,8,5
MCH,3,6,3
TNT,3,5,2
TCT,3,4,1
HVH,2,20,18
VIG,2,17,15
VGT,2,15,13
ITD,2,11,9
DTA,2,6,4
NHA,2,6,4
SHA,2,5,3
KSH,2,4,2
SBV,2,4,2
HAD,2,4,2
ORS,2,3,1
SKH,2,2,0
TBC,2,2,0
ADS,2,2,0
L14,1,7,6
SGP,1,6,5
VHE,1,5,4
PGN,1,2,1
CMS,1,2,1
SSN,1,2,1
SFG,1,2,1
BOT,1,2,1
SWC,1,1,0
PVV,1,1,0
SD9,1,1,0
VOS,0,127,127
PWA,0,23,23
KDF,0,22,22
PHC,0,21,21
VOC,0,19,19
SLS,0,11,11
VTD,0,10,10
TTH,0,5,5
CHP,0,5,5
ABI,0,4,4
QTP,0,4,4
IDV,0,2,2
PFL,0,2,2
TCW,0,2,2
BTD,0,0,0
NBB,0,0,0
PVP,0,0,0
DS3,0,0,0
TTZ,0,0,0
PVL,0,0,0
KSB,-1,396,397
KOS,-1,13,14
DBD,-1,13,14
C69,-1,8,9
GDT,-1,4,5
SAV,-1,4,5
NCT,-1,3,4
PAC,-1,3,4
SD5,-1,2,3
TVS,-1,2,3
SMB,-1,2,3
CTP,-1,1,2
SDD,-1,1,2
ITQ,-1,1,2
KLB,-1,1,2
SPI,-1,1,2
SNZ,-1,1,2
VRG,-1,1,2
SD6,-1,0,1
PVD,-2,366,368
DAH,-2,49,51
MFS,-2,13,15
HLD,-2,5,7
BAX,-2,3,5
S99,-2,1,3
TN1,-2,0,2
VCG,-3,42,45
PXL,-3,9,12
HDA,-3,6,9
ACM,-3,4,7
MML,-3,4,7
SBA,-3,0,3
DNM,-4,21,25
LIX,-4,18,22
FIR,-4,18,22
CRC,-4,12,16
CIA,-4,6,10
VSH,-4,5,9
PSD,-4,3,7
DRI,-5,75,80
HSL,-5,43,48
SMC,-5,29,34
KLF,-5,8,13
DHA,-5,6,11
TDN,-5,6,11
PVI,-5,1,6
PTB,-6,59,65
SEA,-6,15,21
HUT,-6,10,16
ASP,-7,8,15
VNA,-7,7,14
SRC,-7,5,12
ABC,-7,0,7
C47,-8,38,46
NRC,-8,13,21
PVC,-8,11,19
DXP,-8,9,17
SBS,-8,5,13
DST,-8,2,10
CSV,-9,44,53
PVB,-9,22,31
MPC,-9,16,25
BMI,-10,362,372
TLD,-10,92,102
PLC,-10,45,55
VNE,-10,15,25
MSR,-11,32,43
DPR,-11,28,39
VPH,-11,19,30
YEG,-11,13,24
CMX,-12,60,72
TTB,-12,54,66
TTN,-12,10,22
THG,-12,6,18
CSM,-13,16,29
VNG,-13,12,25
NTP,-13,12,25
TAC,-13,10,23
VCR,-13,2,15
MST,-13,0,13
VGS,-14,13,27
STK,-14,12,26
DIG,-15,286,301
DLG,-15,56,71
CVN,-15,29,44
IMP,-15,29,44
TLG,-15,28,43
C32,-15,26,41
TNA,-15,17,32
SKG,-15,13,28
ACL,-15,9,24
MHC,-15,0,15
TV2,-16,80,96
BIC,-16,11,27
PLP,-17,84,101
FTS,-17,35,52
EIB,-17,6,23
TYA,-17,5,22
BID,-18,532,550
HBC,-18,436,454
GEG,-18,109,127
TNI,-18,18,36
MSH,-19,20,39
PXS,-19,12,31
DSN,-19,3,22
CVT,-20,7,27
MBS,-20,6,26
AFX,-21,8,29
SIP,-22,13,35
VTP,-22,6,28
BCM,-23,24,47
ROS,-24,247,271
PC1,-24,29,53
ELC,-24,19,43
TGG,-24,8,32
DMC,-25,8,33
APC,-27,9,36
TTF,-28,450,478
TVB,-28,41,69
FPT,-29,352,381
IJC,-29,79,108
DPG,-29,76,105
NTC,-29,19,48
LGL,-29,4,33
AGG,-30,133,163
GEX,-31,399,430
GIL,-31,116,147
TIP,-35,16,51
TDM,-37,35,72
CCL,-39,31,70
ILB,-40,16,56
SBT,-41,144,185
TDG,-41,129,170
DHC,-42,64,106
SCS,-42,13,55
MSN,-46,265,311
TNG,-48,51,99
GMD,-50,309,359
ABS,-53,56,109
NT2,-55,139,194
OGC,-56,61,117
CTS,-57,96,153
PLX,-60,169,229
TPB,-63,139,202
VIB,-63,80,143
HVN,-66,100,166
VIC,-67,182,249
SZC,-68,217,285
TCL,-68,39,107
REE,-69,63,132
KDH,-72,99,171
DVP,-74,20,94
HDG,-75,156,231
SCR,-80,126,206
TCB,-92,729,821
D2D,-92,149,241
VPG,-97,44,141
VNM,-100,371,471
PHR,-103,151,254
DBC,-108,169,277
NVL,-120,357,477
VGC,-123,74,197
GAS,-128,174,302
AAA,-129,139,268
KBC,-131,156,287
CTG,-144,458,602
NLG,-160,137,297
HNG,-176,175,351
HT1,-179,278,457
HAG,-228,290,518
FRT,-241,241,482
VRE,-310,277,587
TCH,-535,450,985
POW,-1004,789,1793
