Stock,Gap,B,S
SHB,154,248,94
CTD,132,203,71
SSI,127,199,72
HPG,120,412,292
MBB,106,188,82
KDC,47,51,4
HDB,46,66,20
DCM,43,79,36
HCM,41,115,74
DPM,37,110,73
MSN,34,56,22
VJC,34,46,12
BVH,33,75,42
STB,27,127,100
FLC,26,36,10
BMP,23,32,9
MWG,22,81,59
VPI,22,23,1
APH,20,62,42
BSR,20,39,19
CII,20,35,15
HSG,18,213,195
TCM,18,19,1
FPT,17,42,25
DGC,17,24,7
FMC,15,19,4
NTL,14,25,11
CTR,13,35,22
VPB,12,70,58
MBG,12,21,9
CTI,12,14,2
CRE,10,21,11
BVS,10,17,7
ART,10,12,2
NKG,9,38,29
GTN,9,15,6
PVT,8,22,14
HPX,8,9,1
PLP,8,8,0
NHH,8,8,0
PAN,7,26,19
SBT,7,24,17
TDH,7,12,5
HAI,7,8,1
GKM,7,7,0
SHS,6,36,30
FIT,6,26,20
QNS,6,12,6
NVB,6,10,4
LTG,6,9,3
QCG,6,6,0
ASM,5,16,11
AMV,5,10,5
KDH,5,9,4
BFC,5,6,1
TDT,5,5,0
SHI,5,5,0
ITA,4,37,33
TVC,4,9,5
DRI,4,7,3
DTD,4,5,1
HAH,4,4,0
EVG,4,4,0
PNJ,3,19,16
DRC,3,17,14
DGW,3,11,8
TTF,3,9,6
LAS,3,7,4
VHC,3,5,2
CTS,3,3,0
HHS,3,3,0
IDI,3,3,0
HLD,3,3,0
PDR,2,41,39
C4G,2,17,15
TAR,2,6,4
PET,2,5,3
LDG,2,4,2
LSS,2,4,2
IDJ,2,4,2
OIL,2,3,1
PSH,2,2,0
AGR,2,2,0
JVC,2,2,0
NNC,2,2,0
VNP,2,2,0
IBC,2,2,0
TV2,2,2,0
MCH,2,2,0
SJS,2,2,0
DBD,2,2,0
LCG,1,11,10
VCB,1,9,8
BWE,1,8,7
LHG,1,4,3
VPG,1,3,2
HND,1,3,2
KOS,1,3,2
LIG,1,3,2
SJF,1,3,2
TIG,1,2,1
VOC,1,2,1
DHT,1,2,1
PHC,1,1,0
TDG,1,1,0
TDC,1,1,0
MBS,1,1,0
VOS,1,1,0
TLH,1,1,0
BII,1,1,0
BSI,1,1,0
DQC,1,1,0
DPR,1,1,0
PGS,1,1,0
VPH,1,1,0
MSR,1,1,0
FCN,0,8,8
CKG,0,7,7
AST,0,2,2
DCL,0,2,2
PXL,0,2,2
VSH,0,1,1
SBS,0,1,1
FTS,0,1,1
VC3,0,1,1
HHP,0,1,1
CNG,0,1,1
HUT,0,1,1
HAR,0,1,1
HTN,0,0,0
HAX,0,0,0
KSH,0,0,0
BCM,0,0,0
BTD,0,0,0
SWC,0,0,0
VHE,0,0,0
HCD,0,0,0
PGN,0,0,0
IDV,0,0,0
NCT,0,0,0
DTA,0,0,0
DMC,0,0,0
DLG,0,0,0
SBA,0,0,0
SBV,0,0,0
SAM,0,0,0
MSH,0,0,0
STH,0,0,0
NBB,0,0,0
VIP,0,0,0
VIG,0,0,0
DXP,0,0,0
MHC,0,0,0
DAG,0,0,0
QBS,0,0,0
PFL,0,0,0
BMC,0,0,0
FOX,0,0,0
ASP,0,0,0
ASG,0,0,0
SD6,0,0,0
CMS,0,0,0
ABI,0,0,0
ACM,0,0,0
VNG,0,0,0
CTF,0,0,0
PVP,0,0,0
GAB,0,0,0
TVB,0,0,0
HDA,0,0,0
CTP,0,0,0
DS3,0,0,0
ACL,0,0,0
TCT,0,0,0
SFI,0,0,0
DHM,0,0,0
HID,0,0,0
TTH,0,0,0
AMD,0,0,0
VNE,0,0,0
SHA,0,0,0
TN1,0,0,0
TCW,0,0,0
TNT,0,0,0
TTZ,0,0,0
PVV,0,0,0
TVS,0,0,0
DST,0,0,0
SSN,0,0,0
SKH,0,0,0
MML,0,0,0
TBC,0,0,0
SEA,0,0,0
HSL,0,0,0
VCR,0,0,0
TXM,0,0,0
ELC,0,0,0
LGL,0,0,0
NHA,0,0,0
TNA,0,0,0
SDD,0,0,0
SGR,0,0,0
TLD,0,0,0
TTB,0,0,0
ILB,0,0,0
ITD,0,0,0
KMR,0,0,0
PXS,0,0,0
POM,0,0,0
YEG,0,0,0
IMP,0,0,0
DDG,0,0,0
TLG,0,0,0
DSN,0,0,0
PVL,0,0,0
ITQ,0,0,0
KLB,0,0,0
CMX,0,0,0
C69,0,0,0
SGP,0,0,0
SD9,0,0,0
SFG,0,0,0
DHA,0,0,0
SJD,0,0,0
BIC,0,0,0
PVI,0,0,0
SRC,0,0,0
HII,0,0,0
TNI,0,0,0
VLC,0,0,0
SPI,0,0,0
LIX,0,0,0
NSC,0,0,0
EVE,0,0,0
PAC,0,0,0
FIR,0,0,0
ABS,0,0,0
TYA,0,0,0
VTD,0,0,0
C47,0,0,0
VRC,0,0,0
SZL,0,0,0
HAP,0,0,0
VGT,0,0,0
APG,0,0,0
DAH,0,0,0
OGC,0,0,0
BAX,0,0,0
HAD,0,0,0
AGM,0,0,0
MFS,0,0,0
QTP,0,0,0
TDN,0,0,0
SMC,0,0,0
TSC,0,0,0
GDT,0,0,0
NAF,0,0,0
ADS,0,0,0
CIA,0,0,0
SMB,0,0,0
SAV,0,0,0
HVH,0,0,0
TGG,0,0,0
APC,0,0,0
FTM,0,0,0
SLS,0,0,0
S99,0,0,0
CHP,0,0,0
CSM,0,0,0
BOT,0,0,0
VSC,0,0,0
SNZ,0,0,0
VRG,0,0,0
DXG,-1,27,28
TPB,-1,13,14
VND,-1,12,13
NDN,-1,8,9
TDM,-1,8,9
VGI,-1,6,7
GEG,-1,4,5
NT2,-1,4,5
CEO,-1,3,4
PAS,-1,3,4
VTR,-1,3,4
DPG,-1,2,3
MPC,-1,1,2
CMG,-1,1,2
PVC,-1,1,2
DRH,-1,1,2
ANV,-1,1,2
CSV,-1,0,1
MPT,-1,0,1
CRC,-1,0,1
STK,-1,0,1
PC1,-1,0,1
CCL,-1,0,1
SD5,-1,0,1
PWA,-1,0,1
HQC,-1,0,1
VNA,-1,0,1
VCP,-1,0,1
TTN,-1,0,1
PVB,-1,0,1
TAC,-1,0,1
SKG,-1,0,1
ABC,-1,0,1
MLS,-1,0,1
EVF,-1,0,1
SRA,-1,0,1
L14,-1,0,1
TVN,-1,0,1
EIB,-1,0,1
C32,-1,0,1
ORS,-1,0,1
PSD,-1,0,1
MST,-1,0,1
VIX,-2,47,49
IDC,-2,27,29
PPC,-2,5,7
PLC,-2,4,6
PTB,-2,4,6
G36,-2,4,6
SCS,-2,1,3
ROS,-2,1,3
ADG,-2,1,3
THG,-2,0,2
TIP,-2,0,2
KHP,-2,0,2
NRC,-2,0,2
KLF,-2,0,2
VTP,-2,0,2
BCC,-2,0,2
PVD,-3,26,29
SZC,-3,7,10
IJC,-3,6,9
SIP,-3,4,7
VEA,-3,2,5
VGC,-3,2,5
BCG,-3,1,4
KDF,-3,0,3
CVN,-3,0,3
AFX,-3,0,3
BMI,-4,17,21
D2D,-4,9,13
SCR,-4,4,8
REE,-4,1,5
VGS,-4,0,4
HAG,-5,6,11
DVN,-5,5,10
AAV,-5,1,6
CVT,-5,1,6
DNM,-5,0,5
TCL,-5,0,5
DVP,-5,0,5
KSB,-6,11,17
DBC,-7,17,24
PHR,-7,12,19
KBC,-7,9,16
VCG,-7,5,12
ACV,-7,5,12
GIL,-7,2,9
SAB,-7,2,9
HVN,-7,1,8
NTP,-7,1,8
PVS,-8,41,49
VCI,-8,29,37
NTC,-8,7,15
HT1,-8,4,12
HBC,-9,29,38
HDC,-9,9,18
NLG,-10,7,17
VIB,-10,5,15
GAS,-11,28,39
BID,-11,27,38
FRT,-12,22,34
AAA,-12,4,16
TNG,-13,8,21
PLX,-14,6,20
DHC,-14,3,17
HDG,-15,16,31
VHM,-16,66,82
AGG,-16,21,37
GVR,-17,30,47
VCS,-18,7,25
DIG,-22,44,66
GEX,-23,26,49
VIC,-23,22,45
NVL,-24,29,53
GMD,-26,73,99
VRE,-27,31,58
AAS,-27,12,39
POW,-28,70,98
HNG,-35,14,49
CTG,-37,68,105
VNM,-38,40,78
TCB,-42,102,144
TCH,-44,7,51
