Stock,Gap,B,S
TCB,1614,3813,2199
SSI,1211,3193,1982
GTN,1196,2309,1113
VHM,1056,2748,1692
GVR,981,2094,1113
POW,967,3141,2174
NVL,756,1391,635
MBB,717,2253,1536
DRH,682,1193,511
HSG,619,2403,1784
HCM,588,1789,1201
SBT,566,1106,540
STB,560,2244,1684
HBC,560,1909,1349
BSR,552,967,415
AGR,551,1143,592
VRE,548,4750,4202
CTG,547,2231,1684
BID,543,1676,1133
DRC,528,899,371
ASM,504,1233,729
PVS,496,1061,565
HDG,465,967,502
APH,451,630,179
PVD,449,1942,1493
PLX,449,1078,629
VND,447,1334,887
GMD,427,1727,1300
VJC,423,895,472
VIX,423,530,107
TDH,400,1076,676
FIT,389,520,131
KSB,385,1525,1140
GAS,365,816,451
KDH,364,861,497
LDG,352,1214,862
FPT,337,1201,864
DGW,337,751,414
NAF,312,470,158
LCG,308,959,651
SHB,307,862,555
TCH,303,1500,1197
VNM,297,2183,1886
MWG,296,1002,706
KBC,287,641,354
AAA,284,806,522
PNJ,273,590,317
FRT,258,1569,1311
DCL,239,358,119
TPB,238,782,544
PDR,232,675,443
VPB,223,1064,841
SHS,222,519,297
CEO,222,339,117
QCG,183,417,234
REE,180,430,250
PVT,174,974,800
TVC,159,244,85
TSC,158,417,259
TTF,153,989,836
ITA,147,1652,1505
DIG,130,1115,985
SCR,128,823,695
FTS,127,448,321
VCI,122,689,567
IJC,122,359,237
SBS,121,167,46
SIP,118,205,87
PLC,115,197,82
BVH,106,1306,1200
TCM,105,377,272
ABS,104,216,112
IMP,102,219,117
ROS,100,568,468
HAR,99,270,171
HSL,94,183,89
NNC,93,196,103
CTI,88,279,191
AAV,86,152,66
ORS,86,126,40
NHH,83,125,42
PAN,80,480,400
HUT,79,102,23
VCB,78,930,852
SZC,78,522,444
CRE,78,205,127
TDC,77,217,140
HHP,76,101,25
LHG,75,219,144
MST,73,145,72
G36,71,201,130
DHM,68,141,73
PAS,68,81,13
TDN,67,108,41
CRC,66,121,55
PET,65,972,907
OGC,65,349,284
HDC,62,340,278
KDC,60,347,287
VOC,57,147,90
AFX,57,109,52
DHC,55,360,305
DBC,52,1701,1649
VNG,52,106,54
VTR,52,84,32
SMC,51,111,60
DST,50,63,13
TIG,49,114,65
NVB,47,117,70
BSI,46,248,202
AMV,46,131,85
DTD,45,111,66
YEG,45,73,28
VTP,44,90,46
KLF,44,82,38
CVN,44,76,32
SRC,39,111,72
JVC,38,118,80
CSM,37,89,52
NHA,37,68,31
CTF,37,43,6
GEG,35,556,521
DAG,35,287,252
EIB,35,112,77
HPX,35,48,13
VCG,34,98,64
VCP,34,56,22
LAS,33,62,29
GIL,31,290,259
TCL,31,212,181
ADG,31,72,41
TVS,31,35,4
TLG,30,137,107
VCR,29,64,35
ACV,27,154,127
BFC,26,183,157
APC,26,56,30
CNG,26,47,21
VC3,26,34,8
VGS,25,53,28
VTD,22,30,8
VPI,21,57,36
VCS,20,155,135
BCC,20,73,53
VGT,20,63,43
BMP,19,229,210
IDJ,19,128,109
HCD,19,71,52
ELC,18,116,98
HID,18,34,16
VPG,17,115,98
MPC,17,53,36
PXL,17,50,33
KLB,17,22,5
VSC,16,191,175
STK,16,108,92
ART,16,77,61
PVC,15,69,54
MBS,14,141,127
VLC,14,100,86
ASG,14,26,12
ILB,13,113,100
VIG,13,44,31
TDT,13,31,18
STH,13,27,14
DS3,13,18,5
HVH,12,83,71
DDG,12,59,47
TCW,12,18,6
VIP,11,125,114
PHC,11,46,35
HAI,10,256,246
PGS,10,26,16
PGN,10,26,16
FOX,10,25,15
PSH,10,20,10
IBC,10,12,2
SAB,9,178,169
HII,9,61,52
LIG,9,53,44
TNG,8,335,327
CTR,8,250,242
TVB,8,124,116
NTC,8,48,40
SHI,8,42,34
NRC,8,27,19
ABI,8,17,9
OIL,7,145,138
VNA,7,40,33
NSC,7,38,31
SNZ,7,22,15
TTH,7,16,9
DHT,7,15,8
PVP,7,13,6
BOT,7,8,1
GKM,7,7,0
LTG,6,125,119
DVN,6,96,90
VPH,6,37,31
PXT,6,15,9
SWC,6,13,7
EVG,5,149,144
AAS,5,127,122
DRI,5,63,58
SSN,5,18,13
BTD,5,18,13
DPR,4,64,60
SGR,4,34,30
MML,4,25,21
IDV,4,19,15
GAB,4,16,12
CTP,4,8,4
KHP,3,93,90
VRC,3,85,82
BII,3,30,27
QTP,3,7,4
SD9,3,5,2
TIP,2,48,46
ACM,2,22,20
TBC,2,7,5
SZL,1,38,37
DNM,1,20,19
VRG,1,19,18
PSD,1,11,10
TTZ,1,4,3
BIC,0,144,144
C4G,0,85,85
NCT,0,51,51
GDT,0,24,24
ITQ,0,1,1
SGP,-1,26,27
AGM,-1,17,18
PVI,-1,14,15
VHE,-1,7,8
CMS,-1,1,2
SDD,-1,0,1
APG,-2,205,207
PXS,-2,138,140
DSN,-2,33,35
SAM,-2,31,33
NTP,-2,19,21
PVL,-2,8,10
S99,-2,1,3
TDM,-3,174,177
C69,-3,31,34
SPI,-3,12,15
SLS,-3,10,13
SD6,-3,10,13
AGG,-4,473,477
DMC,-4,81,85
SHA,-4,21,25
TYA,-4,11,15
SFI,-4,11,15
MPT,-4,4,8
SKH,-4,2,6
HDA,-5,47,52
FIR,-5,39,44
DHA,-5,31,36
MHC,-5,31,36
ASP,-5,22,27
ADS,-5,15,20
SD5,-5,5,10
CIA,-5,3,8
MSH,-6,150,156
EVF,-6,20,26
PFL,-6,8,14
ABC,-6,6,12
PVV,-6,3,9
BAX,-6,2,8
MCH,-7,14,21
TTN,-7,14,21
TXM,-7,7,14
HTN,-8,156,164
LGL,-8,17,25
HAD,-8,0,8
SDT,-9,8,17
NBB,-9,4,13
SBA,-9,3,12
IDC,-10,130,140
TVN,-10,40,50
TGG,-10,25,35
MLS,-10,15,25
C47,-11,125,136
ACL,-11,60,71
PVB,-11,54,65
MFS,-11,22,33
EVE,-11,15,26
SMB,-11,13,24
TN1,-11,1,12
VNP,-12,19,31
PAC,-12,12,24
CCL,-13,107,120
DXP,-13,53,66
L14,-13,26,39
CHP,-13,5,18
FCN,-14,288,302
SFG,-14,16,30
VEA,-15,64,79
HLD,-15,57,72
BMC,-15,30,45
HPG,-16,3365,3381
DQC,-16,30,46
SAV,-16,20,36
KSH,-16,5,21
SEA,-19,35,54
SBV,-19,27,46
MSR,-20,186,206
SCS,-20,69,89
CLG,-20,2,22
TNT,-21,19,40
TAR,-22,95,117
TAC,-22,55,77
SJD,-23,53,76
TCT,-23,27,50
QBS,-23,11,34
C32,-24,199,223
FTM,-24,20,44
CTS,-25,367,392
KMR,-25,46,71
VSH,-25,30,55
PPC,-26,208,234
DTA,-26,14,40
TV2,-27,301,328
TNI,-27,67,94
ITD,-27,38,65
VNE,-28,21,49
MBG,-30,50,80
DBD,-31,40,71
QNS,-32,41,73
NDN,-33,51,84
SRA,-33,45,78
SJS,-34,60,94
FLC,-35,820,855
HNG,-36,432,468
NLG,-37,484,521
BVS,-37,178,215
LIX,-37,52,89
PWA,-39,23,62
PTB,-40,223,263
PLP,-40,151,191
CMG,-40,52,92
LSS,-42,189,231
AST,-46,79,125
VGI,-47,144,191
DGC,-49,335,384
VOS,-49,255,304
THG,-51,16,67
FMC,-52,240,292
CVT,-53,46,99
HND,-58,17,75
CMX,-60,246,306
BCM,-61,40,101
TDG,-62,104,166
KOS,-63,31,94
HQC,-64,265,329
NT2,-65,285,350
SKG,-66,94,160
HDB,-73,889,962
DVP,-73,73,146
HAP,-77,69,146
TLH,-77,0,77
BWE,-78,496,574
DLG,-82,284,366
CTD,-83,632,715
D2D,-84,272,356
CSV,-89,114,203
VGC,-92,109,201
IDI,-97,644,741
TNA,-97,105,202
NTL,-116,171,287
AMD,-116,156,272
TTB,-116,149,265
VIC,-118,973,1091
HAH,-120,312,432
POM,-128,118,246
PC1,-132,115,247
HAG,-137,1107,1244
HHS,-143,665,808
CII,-144,330,474
BCG,-146,244,390
DAH,-151,157,308
SJF,-152,146,298
CKG,-155,357,512
BMI,-159,220,379
HAX,-160,118,278
VIB,-163,233,396
PHR,-169,318,487
VHC,-173,623,796
TLD,-175,401,576
DXG,-178,879,1057
HT1,-184,365,549
HVN,-188,695,883
DPG,-194,366,560
ANV,-238,211,449
NKG,-256,998,1254
DPM,-268,607,875
MSN,-439,744,1183
ACB,-596,1564,2160
GEX,-694,1088,1782
DCM,-806,456,1262
