Stock,Gap,B,S
HAG,1601,4166,2565
FLC,1060,2482,1422
PET,952,2317,1365
SZC,789,1890,1101
DBC,697,2056,1359
GTN,572,2407,1835
GMD,567,1955,1388
VIX,462,680,218
CII,438,1117,679
LDG,434,3905,3471
DLG,417,1022,605
PDR,373,994,621
ITA,307,2061,1754
D2D,305,829,524
VHC,301,1392,1091
DPM,290,2115,1825
PHR,271,1016,745
HQC,268,778,510
KBC,227,1208,981
CTD,226,876,650
CEO,223,485,262
FMC,215,800,585
CRC,215,264,49
BWE,209,589,380
PC1,203,528,325
ROS,198,750,552
CMX,191,761,570
APH,190,401,211
SCR,181,1235,1054
LHG,178,416,238
VIP,175,389,214
HHS,174,723,549
MWG,171,1234,1063
CRE,165,349,184
C4G,158,275,117
VJC,153,909,756
VIG,153,215,62
NDN,148,282,134
HDG,141,857,716
SZL,141,201,60
TNI,137,280,143
SHB,133,720,587
AMD,131,336,205
PLP,131,282,151
TIG,130,219,89
BCG,128,503,375
JVC,124,378,254
HVN,119,796,677
TAR,117,378,261
BMP,115,227,112
AAV,111,155,44
SHS,106,395,289
VCS,101,276,175
AAA,93,947,854
CSM,79,164,85
BSR,78,520,442
VOC,76,232,156
TCM,75,464,389
TVB,74,275,201
TVC,73,147,74
GEX,72,2189,2117
HUT,72,386,314
PAS,67,94,27
CSV,65,231,166
GIL,63,208,145
G36,60,251,191
PAN,57,496,439
APG,56,236,180
NHH,56,124,68
SSI,54,3259,3205
ORS,51,107,56
NVL,50,1542,1492
HAI,50,284,234
TIP,50,148,98
DDG,48,91,43
ABS,46,147,101
PVP,46,53,7
KLF,45,109,64
FIT,44,562,518
IDC,44,262,218
PNJ,43,751,708
ANV,43,452,409
HSL,43,211,168
HCD,43,84,41
DGW,41,376,335
S99,41,60,19
VTR,40,77,37
ILB,39,175,136
NHA,39,95,56
MST,38,134,96
AAS,38,129,91
PVS,37,485,448
VNE,35,121,86
ASM,33,928,895
VC3,32,42,10
VNA,30,90,60
TDT,30,59,29
HHP,30,40,10
SHI,30,33,3
VCP,29,52,23
SRA,27,160,133
BII,27,50,23
KDC,26,323,297
BVS,26,147,121
NCT,26,46,20
ASG,26,32,6
NVB,25,109,84
VLC,25,79,54
VNG,25,74,49
BMC,24,117,93
DHM,24,82,58
HID,24,37,13
PSD,24,34,10
GKM,24,24,0
IDJ,23,154,131
ITQ,23,28,5
ASP,22,57,35
NTC,22,50,28
HAX,20,200,180
PVB,20,116,96
TLG,20,109,89
KMR,20,71,51
LAS,20,49,29
VTD,20,29,9
HLD,19,97,78
FIR,19,47,28
THG,19,40,21
VSH,18,39,21
CTF,18,32,14
KHP,17,109,92
VPI,17,53,36
MFS,17,46,29
VCR,17,46,29
TYA,16,43,27
SAV,16,33,17
CHP,16,19,3
AGM,14,40,26
TVN,14,35,21
CNG,14,29,15
AFX,13,45,32
VNP,13,26,13
SBT,12,494,482
DQC,12,56,44
SMB,12,37,25
TN1,12,14,2
SFI,11,20,9
DNM,11,15,4
DAG,10,278,268
OIL,10,112,102
HII,10,105,95
SHA,10,16,6
NBB,10,13,3
PHC,9,74,65
PXT,9,15,6
SCS,8,54,46
CVT,8,51,43
DSN,8,32,24
ACM,8,26,18
PSH,7,22,15
LGL,7,17,10
NLG,6,217,211
VTP,6,69,63
GDT,6,26,20
PGN,6,26,20
BOT,6,10,4
DGC,5,353,348
DMC,5,63,58
VRG,5,54,49
VGS,5,37,32
TDN,5,21,16
SEA,5,21,16
SKH,5,7,2
BCM,4,167,163
DTD,4,90,86
ART,4,74,70
SNZ,4,57,53
PFL,4,24,20
ADS,4,22,18
DS3,4,12,8
IBC,4,6,2
ABI,4,4,0
CTI,3,220,217
SGP,3,18,15
TTZ,3,8,5
FOX,3,7,4
LIG,2,40,38
VPH,2,31,29
STH,2,29,27
SLS,2,20,18
KLB,2,11,9
MPT,2,4,2
SD9,2,2,0
BFC,1,358,357
EIB,1,98,97
CVN,1,42,41
SWC,1,7,6
SDT,1,6,5
CMS,1,3,2
LIX,0,70,70
DST,0,55,55
TGG,0,31,31
NRC,0,27,27
EVE,0,15,15
SFG,0,10,10
TSC,-1,268,269
TNA,-1,180,181
EVG,-1,100,101
VGT,-1,44,45
DTA,-1,38,39
MHC,-1,34,35
PVC,-1,29,30
SBA,-1,28,29
TTN,-1,22,23
IDV,-1,22,23
PGS,-1,20,21
TCW,-1,13,14
BTD,-1,9,10
QTP,-1,3,4
SMC,-2,98,100
SBV,-2,49,51
PAC,-2,43,45
MML,-2,21,23
VHE,-2,13,15
PVI,-2,11,13
TTH,-2,9,11
FTM,-3,39,42
YEG,-3,27,30
MCH,-3,20,23
GAB,-3,13,16
CTP,-3,9,12
DHT,-3,4,7
SDD,-3,0,3
C47,-4,73,77
NSC,-4,19,23
C69,-4,18,22
PVV,-4,3,7
ACV,-5,180,185
KSH,-5,19,24
SD6,-5,3,8
NTP,-6,31,37
PXL,-6,21,27
BAX,-6,8,14
CIA,-6,5,11
SBS,-7,63,70
MLS,-7,11,18
SSN,-7,9,16
HAD,-7,4,11
DRH,-8,895,903
LTG,-8,403,411
VEA,-8,115,123
DBD,-8,40,48
SGR,-8,19,27
TXM,-8,4,12
VGC,-9,124,133
ADG,-9,44,53
DHA,-9,16,25
GVR,-10,1493,1503
HTN,-11,160,171
DPR,-11,44,55
L14,-11,23,34
CLG,-11,20,31
PVL,-11,4,15
TDG,-12,91,103
SAM,-12,11,23
VSC,-13,109,122
IMP,-13,57,70
PWA,-13,36,49
KOS,-13,11,24
TVS,-13,5,18
NTL,-14,270,284
DCL,-14,80,94
MBS,-14,60,74
DXP,-15,71,86
QBS,-15,32,47
MPC,-16,35,51
SJD,-16,33,49
ABC,-16,0,16
HPX,-17,34,51
APC,-18,40,58
VND,-19,1232,1251
VGI,-19,259,278
STK,-19,45,64
QNS,-19,38,57
HVH,-20,91,111
TCT,-21,40,61
HND,-21,25,46
SD5,-21,4,25
AST,-22,136,158
MBG,-22,78,100
SRC,-22,39,61
EVF,-22,17,39
NNC,-23,108,131
SPI,-24,0,24
ITD,-27,44,71
PTB,-29,115,144
DRI,-33,53,86
TAC,-35,155,190
TCL,-37,168,205
VCG,-37,41,78
BIC,-38,40,78
BMI,-39,217,256
HDA,-40,29,69
OGC,-41,146,187
PXS,-45,45,90
TNT,-45,30,75
ACL,-49,48,97
QCG,-50,262,312
TTB,-51,326,377
BCC,-53,70,123
HAR,-54,216,270
LSS,-57,78,135
HAP,-61,125,186
TBC,-63,31,94
SKG,-65,100,165
VRC,-67,64,131
SJF,-68,233,301
FTS,-69,265,334
ELC,-69,110,179
STB,-70,2109,2179
DVN,-70,182,252
TNG,-71,226,297
NAF,-71,220,291
PLC,-72,103,175
AMV,-75,71,146
CTR,-76,206,282
TLD,-78,153,231
AGG,-82,439,521
DAH,-82,150,232
DXG,-89,2169,2258
SJS,-93,26,119
DHC,-96,119,215
IJC,-98,0,98
BSI,-101,195,296
POM,-103,168,271
SIP,-103,50,153
FCN,-107,282,389
CCL,-112,55,167
IDI,-127,563,690
BVH,-128,896,1024
HDC,-128,307,435
VIB,-132,262,394
BID,-139,1522,1661
NT2,-140,395,535
TDC,-140,368,508
TDM,-140,236,376
CMG,-142,51,193
TLH,-143,0,143
VHM,-145,2313,2458
VPG,-147,73,220
SAB,-148,217,365
GEG,-158,215,373
TV2,-159,230,389
DVP,-160,39,199
MSR,-163,302,465
HBC,-175,1670,1845
VOS,-181,170,351
REE,-187,224,411
CKG,-200,309,509
MSH,-212,99,311
C32,-229,120,349
PPC,-230,155,385
PLX,-237,749,986
HAH,-244,267,511
TTF,-248,539,787
DRC,-264,510,774
TPB,-271,308,579
VIC,-300,915,1215
DCM,-304,774,1078
PVT,-307,464,771
HNG,-335,586,921
TCB,-344,2443,2787
MSN,-349,492,841
GAS,-357,514,871
FRT,-364,1508,1872
CTS,-383,274,657
LCG,-405,445,850
KDH,-428,516,944
DPG,-429,292,721
HT1,-443,297,740
AGR,-466,1028,1494
VCI,-467,520,987
VPB,-514,887,1401
VCB,-543,1142,1685
KSB,-577,861,1438
NKG,-589,766,1355
FPT,-632,1199,1831
HCM,-632,1185,1817
TDH,-653,873,1526
PVD,-655,973,1628
VRE,-662,3328,3990
DIG,-702,897,1599
HDB,-728,1058,1786
MBB,-1026,1790,2816
HSG,-1097,1831,2928
TCH,-1133,1118,2251
POW,-1260,1809,3069
ACB,-1423,1428,2851
CTG,-1537,1964,3501
VNM,-2075,3412,5487
HPG,-2942,3999,6941
